postcode,population,active,cases,rate,new,band,data_date,file_processed_date
3770,3222,0,2,0,0,0,30/09/2020,01/10/2020
3775,3865,1,6,25.9,0,2,30/09/2020,01/10/2020
3777,10753,0,9,0,0,0,30/09/2020,01/10/2020
3778,199,0,1,0,0,0,30/09/2020,01/10/2020
3779,394,0,0,0,0,0,30/09/2020,01/10/2020
3781,4471,0,2,0,0,0,30/09/2020,01/10/2020
3782,7824,0,2,0,0,0,30/09/2020,01/10/2020
3783,2350,0,3,0,0,0,30/09/2020,01/10/2020
3785,77,0,0,0,0,0,30/09/2020,01/10/2020
3786,1520,0,2,0,0,0,30/09/2020,01/10/2020
3787,1059,0,0,0,0,0,30/09/2020,01/10/2020
3788,1742,0,0,0,0,0,30/09/2020,01/10/2020
3789,265,0,0,0,0,0,30/09/2020,01/10/2020
3791,1440,0,1,0,0,0,30/09/2020,01/10/2020
3792,1064,0,0,0,0,0,30/09/2020,01/10/2020
3793,3575,0,1,0,0,0,30/09/2020,01/10/2020
3795,1249,0,1,0,0,0,30/09/2020,01/10/2020
3796,9698,0,4,0,0,0,30/09/2020,01/10/2020
3797,3474,0,3,0,0,0,30/09/2020,01/10/2020
3799,5800,0,3,0,0,0,30/09/2020,01/10/2020
3800,2211,0,0,0,0,0,30/09/2020,01/10/2020
3802,24292,0,87,0,0,0,30/09/2020,01/10/2020
3803,10856,0,93,0,0,0,30/09/2020,01/10/2020
3804,8096,0,13,0,0,0,30/09/2020,01/10/2020
3805,56937,0,192,0,0,0,30/09/2020,01/10/2020
3806,48521,0,65,0,0,0,30/09/2020,01/10/2020
3807,7096,0,19,0,0,0,30/09/2020,01/10/2020
3808,3031,0,2,0,0,0,30/09/2020,01/10/2020
3809,7212,0,48,0,0,0,30/09/2020,01/10/2020
3810,47892,0,115,0,0,0,30/09/2020,01/10/2020
3812,2310,0,5,0,0,0,30/09/2020,01/10/2020
3813,886,0,0,0,0,0,30/09/2020,01/10/2020
3814,2257,0,0,0,0,0,30/09/2020,01/10/2020
3815,3020,0,1,0,0,0,30/09/2020,01/10/2020
3816,2717,0,0,0,0,0,30/09/2020,01/10/2020
3818,14170,0,5,0,0,0,30/09/2020,01/10/2020
3820,15952,0,5,0,0,0,30/09/2020,01/10/2020
3821,2918,0,2,0,0,0,30/09/2020,01/10/2020
3822,983,0,0,0,0,0,30/09/2020,01/10/2020
3823,1839,0,3,0,0,0,30/09/2020,01/10/2020
3824,5003,0,1,0,0,0,30/09/2020,01/10/2020
3825,20282,0,6,0,0,0,30/09/2020,01/10/2020
3831,1701,0,0,0,0,0,30/09/2020,01/10/2020
3832,249,0,0,0,0,0,30/09/2020,01/10/2020
3833,304,0,0,0,0,0,30/09/2020,01/10/2020
3835,472,0,0,0,0,0,30/09/2020,01/10/2020
3840,16478,0,13,0,0,0,30/09/2020,01/10/2020
3842,4784,0,0,0,0,0,30/09/2020,01/10/2020
3844,28981,0,32,0,0,0,30/09/2020,01/10/2020
3847,2191,0,3,0,0,0,30/09/2020,01/10/2020
3850,14782,0,4,0,0,0,30/09/2020,01/10/2020
3851,5689,0,2,0,0,0,30/09/2020,01/10/2020
3852,92,0,0,0,0,0,30/09/2020,01/10/2020
3854,1400,0,2,0,0,0,30/09/2020,01/10/2020
3856,992,0,3,0,0,0,30/09/2020,01/10/2020
3857,368,0,0,0,0,0,30/09/2020,01/10/2020
3858,3026,0,0,0,0,0,30/09/2020,01/10/2020
3859,834,0,0,0,0,0,30/09/2020,01/10/2020
3860,7171,0,3,0,0,0,30/09/2020,01/10/2020
3862,3157,0,4,0,0,0,30/09/2020,01/10/2020
3864,218,0,0,0,0,0,30/09/2020,01/10/2020
3865,445,0,1,0,0,0,30/09/2020,01/10/2020
3869,1624,0,0,0,0,0,30/09/2020,01/10/2020
3870,1265,0,0,0,0,0,30/09/2020,01/10/2020
3871,2904,0,0,0,0,0,30/09/2020,01/10/2020
3873,323,0,0,0,0,0,30/09/2020,01/10/2020
3874,558,0,0,0,0,0,30/09/2020,01/10/2020
3875,18625,0,5,0,0,0,30/09/2020,01/10/2020
3878,1098,0,0,0,0,0,30/09/2020,01/10/2020
3880,4037,1,1,24.8,0,2,30/09/2020,01/10/2020
3882,1094,0,0,0,0,0,30/09/2020,01/10/2020
3885,1868,0,0,0,0,0,30/09/2020,01/10/2020
3886,395,0,0,0,0,0,30/09/2020,01/10/2020
3887,342,0,0,0,0,0,30/09/2020,01/10/2020
3888,3421,0,0,0,0,0,30/09/2020,01/10/2020
3889,179,0,0,0,0,0,30/09/2020,01/10/2020
3890,324,0,0,0,0,0,30/09/2020,01/10/2020
3891,104,0,0,0,0,0,30/09/2020,01/10/2020
3892,1060,0,0,0,0,0,30/09/2020,01/10/2020
3893,22,0,0,0,0,0,30/09/2020,01/10/2020
3895,194,0,0,0,0,0,30/09/2020,01/10/2020
3896,405,0,0,0,0,0,30/09/2020,01/10/2020
3898,790,0,0,0,0,0,30/09/2020,01/10/2020
3900,151,0,0,0,0,0,30/09/2020,01/10/2020
3902,412,0,0,0,0,0,30/09/2020,01/10/2020
3903,746,0,0,0,0,0,30/09/2020,01/10/2020
3904,1452,0,0,0,0,0,30/09/2020,01/10/2020
3909,7901,0,0,0,0,0,30/09/2020,01/10/2020
3910,22587,0,48,0,0,0,30/09/2020,01/10/2020
3911,3413,0,2,0,0,0,30/09/2020,01/10/2020
3912,15154,0,15,0,0,0,30/09/2020,01/10/2020
3913,3337,0,2,0,0,0,30/09/2020,01/10/2020
3915,9960,0,7,0,0,0,30/09/2020,01/10/2020
3916,952,0,0,0,0,0,30/09/2020,01/10/2020
3918,3704,0,3,0,0,0,30/09/2020,01/10/2020
3919,3182,0,2,0,0,0,30/09/2020,01/10/2020
3920,1037,0,0,0,0,0,30/09/2020,01/10/2020
3921,114,0,0,0,0,0,30/09/2020,01/10/2020
3922,7740,0,1,0,0,0,30/09/2020,01/10/2020
3923,516,0,0,0,0,0,30/09/2020,01/10/2020
3925,3377,0,1,0,0,0,30/09/2020,01/10/2020
3926,3240,1,3,30.9,0,2,30/09/2020,01/10/2020
3927,1671,0,4,0,0,0,30/09/2020,01/10/2020
3928,413,0,1,0,0,0,30/09/2020,01/10/2020
3929,906,0,7,0,0,0,30/09/2020,01/10/2020
3930,17889,0,11,0,0,0,30/09/2020,01/10/2020
3931,23991,0,60,0,0,0,30/09/2020,01/10/2020
3933,1101,0,2,0,0,0,30/09/2020,01/10/2020
3934,18547,0,27,0,0,0,30/09/2020,01/10/2020
3936,11024,0,6,0,0,0,30/09/2020,01/10/2020
3937,1519,0,0,0,0,0,30/09/2020,01/10/2020
3938,2820,0,0,0,0,0,30/09/2020,01/10/2020
3939,14522,0,10,0,0,0,30/09/2020,01/10/2020
3940,4930,0,6,0,0,0,30/09/2020,01/10/2020
3941,12174,0,6,0,0,0,30/09/2020,01/10/2020
3942,2317,0,3,0,0,0,30/09/2020,01/10/2020
3943,1593,0,7,0,0,0,30/09/2020,01/10/2020
3944,510,0,7,0,0,0,30/09/2020,01/10/2020
3945,976,0,0,0,0,0,30/09/2020,01/10/2020
3946,216,0,0,0,0,0,30/09/2020,01/10/2020
3950,4798,0,5,0,0,0,30/09/2020,01/10/2020
3951,1005,0,0,0,0,0,30/09/2020,01/10/2020
3953,7859,0,3,0,0,0,30/09/2020,01/10/2020
3954,404,0,0,0,0,0,30/09/2020,01/10/2020
3956,2818,0,0,0,0,0,30/09/2020,01/10/2020
3957,279,0,0,0,0,0,30/09/2020,01/10/2020
3958,272,0,0,0,0,0,30/09/2020,01/10/2020
3959,1153,0,0,0,0,0,30/09/2020,01/10/2020
3960,2477,0,1,0,0,0,30/09/2020,01/10/2020
3962,913,0,0,0,0,0,30/09/2020,01/10/2020
3964,133,0,0,0,0,0,30/09/2020,01/10/2020
3965,208,0,0,0,0,0,30/09/2020,01/10/2020
3966,510,0,0,0,0,0,30/09/2020,01/10/2020
3967,127,0,0,0,0,0,30/09/2020,01/10/2020
3971,4017,0,0,0,0,0,30/09/2020,01/10/2020
3975,15246,0,54,0,0,0,30/09/2020,01/10/2020
3976,25532,0,92,0,0,0,30/09/2020,01/10/2020
3977,93322,7,303,7.5,2,1,30/09/2020,01/10/2020
3978,10648,4,115,37.6,0,2,30/09/2020,01/10/2020
3979,315,0,0,0,0,0,30/09/2020,01/10/2020
3980,3350,0,7,0,0,0,30/09/2020,01/10/2020
3981,4901,0,1,0,0,0,30/09/2020,01/10/2020
3984,5212,0,4,0,0,0,30/09/2020,01/10/2020
3987,1527,0,0,0,0,0,30/09/2020,01/10/2020
3988,1001,0,2,0,0,0,30/09/2020,01/10/2020
3990,110,0,0,0,0,0,30/09/2020,01/10/2020
3991,357,0,0,0,0,0,30/09/2020,01/10/2020
3992,966,0,0,0,0,0,30/09/2020,01/10/2020
3995,10171,0,2,0,0,0,30/09/2020,01/10/2020
3996,5541,0,4,0,0,0,30/09/2020,01/10/2020
9999,,0,193,0,0,0,30/09/2020,01/10/2020
