,Year,Year ending,Police Region,Suburb,Incidents Recorded,"Rate per 100,000 population"
397,2016,March,3 Southern Metro, Port Phillip,"9,867 ","9,083.4 "
398,2016,March,3 Southern Metro, Stonnington,"8,051 ","7,253.0 "
399,2016,March,3 Southern Metro,Total,"89,901 ","5,986.7 "
400,2016,March,4 Western, Ararat,879 ,"7,484.0 "
401,2016,March,4 Western, Ballarat,"9,034 ","8,728.5 "
402,2016,March,4 Western, Buloke,177 ,"2,816.7 "
403,2016,March,4 Western, Campaspe,"2,518 ","6,697.7 "
404,2016,March,4 Western, Central Goldfields,911 ,"6,961.1 "
405,2016,March,4 Western, Colac-Otway,"1,207 ","5,650.2 "
406,2016,March,4 Western, Corangamite,562 ,"3,460.0 "
407,2016,March,4 Western, Gannawarra,440 ,"4,163.9 "
408,2016,March,4 Western, Glenelg,"1,246 ","6,306.0 "
409,2016,March,4 Western, Golden Plains,600 ,"2,725.3 "
410,2016,March,4 Western, Greater Bendigo,"6,640 ","5,914.5 "
411,2016,March,4 Western, Greater Geelong,"16,888 ","7,050.5 "
412,2016,March,4 Western, Hepburn,612 ,"3,942.0 "
413,2016,March,4 Western, Hindmarsh,168 ,"2,904.6 "
414,2016,March,4 Western, Horsham,"2,035 ","10,234.4 "
415,2016,March,4 Western, Loddon,309 ,"4,088.4 "
416,2016,March,4 Western, Macedon Ranges,"1,617 ","3,405.6 "
417,2016,March,4 Western, Mildura,"4,699 ","8,597.1 "
418,2016,March,4 Western, Moorabool,"1,666 ","5,099.2 "
419,2016,March,4 Western, Mount Alexander,809 ,"4,236.3 "
420,2016,March,4 Western, Moyne,427 ,"2,551.2 "
421,2016,March,4 Western, Northern Grampians,824 ,"7,121.9 "
422,2016,March,4 Western, Pyrenees,414 ,"5,658.8 "
423,2016,March,4 Western, Queenscliffe,146 ,"4,984.6 "
424,2016,March,4 Western, Southern Grampians,851 ,"5,278.2 "
425,2016,March,4 Western, Surf Coast,"1,207 ","3,961.9 "
426,2016,March,4 Western, Swan Hill,"1,608 ","7,695.3 "
427,2016,March,4 Western, Warrnambool,"2,208 ","6,448.2 "
428,2016,March,4 Western, West Wimmera,115 ,"2,921.0 "
429,2016,March,4 Western, Yarriambiack,331 ,"4,908.8 "
430,2016,March,4 Western,Total,"61,148 ","6,319.7 "
431,2016,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,791 ,
432,2016,March,Justice Institutions and Immigration Facilities,Total,791 ,
433,2016,March,Unincorporated Vic, Unincorporated Vic,94 ,
434,2016,March,Unincorporated Vic,Total,94 ,
435,2015,March,1 North West Metro, Banyule,"6,578 ","5,217.0 "
436,2015,March,1 North West Metro, Brimbank,"13,734 ","6,837.6 "
437,2015,March,1 North West Metro, Darebin,"10,774 ","7,089.4 "
438,2015,March,1 North West Metro, Hobsons Bay,"5,373 ","5,861.0 "
439,2015,March,1 North West Metro, Hume,"13,486 ","6,805.1 "
440,2015,March,1 North West Metro, Maribyrnong,"6,438 ","7,593.5 "
441,2015,March,1 North West Metro, Melbourne,"23,659 ","17,285.5 "
442,2015,March,1 North West Metro, Melton,"7,501 ","5,559.8 "
443,2015,March,1 North West Metro, Moonee Valley,"6,487 ","5,395.4 "
444,2015,March,1 North West Metro, Moreland,"10,322 ","6,148.8 "
445,2015,March,1 North West Metro, Nillumbik,"1,653 ","2,596.0 "
446,2015,March,1 North West Metro, Whittlesea,"10,001 ","5,080.6 "
447,2015,March,1 North West Metro, Wyndham,"10,011 ","4,682.1 "
448,2015,March,1 North West Metro, Yarra,"9,697 ","10,783.7 "
449,2015,March,1 North West Metro,Total,"135,714 ","6,862.2 "
450,2015,March,2 Eastern, Alpine,299 ,"2,405.7 "
451,2015,March,2 Eastern, Bass Coast,"1,897 ","5,823.3 "
452,2015,March,2 Eastern, Baw Baw,"2,297 ","4,801.7 "
453,2015,March,2 Eastern, Benalla,789 ,"5,666.9 "
454,2015,March,2 Eastern, Boroondara,"5,636 ","3,225.1 "
455,2015,March,2 Eastern, East Gippsland,"2,941 ","6,554.8 "
456,2015,March,2 Eastern, Greater Shepparton,"5,576 ","8,646.4 "
457,2015,March,2 Eastern, Indigo,315 ,"1,978.4 "
458,2015,March,2 Eastern, Knox,"6,933 ","4,368.6 "
459,2015,March,2 Eastern, Latrobe,"8,084 ","10,885.2 "
460,2015,March,2 Eastern, Manningham,"3,146 ","2,604.6 "
461,2015,March,2 Eastern, Mansfield,326 ,"3,821.8 "
462,2015,March,2 Eastern, Maroondah,"5,614 ","4,967.1 "
463,2015,March,2 Eastern, Mitchell,"2,192 ","5,444.1 "
464,2015,March,2 Eastern, Moira,"1,078 ","3,680.7 "
465,2015,March,2 Eastern, Monash,"6,909 ","3,652.2 "
466,2015,March,2 Eastern, Murrindindi,478 ,"3,451.8 "
467,2015,March,2 Eastern, South Gippsland,952 ,"3,307.7 "
468,2015,March,2 Eastern, Strathbogie,322 ,"3,164.6 "
469,2015,March,2 Eastern, Towong,141 ,"2,348.0 "
470,2015,March,2 Eastern, Wangaratta,"1,634 ","5,806.1 "
471,2015,March,2 Eastern, Wellington,"2,868 ","6,643.2 "
472,2015,March,2 Eastern, Whitehorse,"5,651 ","3,390.3 "
473,2015,March,2 Eastern, Wodonga,"2,460 ","6,271.8 "
474,2015,March,2 Eastern, Yarra Ranges,"5,252 ","3,423.9 "
475,2015,March,2 Eastern,Total,"73,790 ","4,526.3 "
476,2015,March,3 Southern Metro, Bayside,"3,361 ","3,318.9 "
477,2015,March,3 Southern Metro, Cardinia,"3,944 ","4,273.1 "
478,2015,March,3 Southern Metro, Casey,"13,505 ","4,508.8 "
479,2015,March,3 Southern Metro, Frankston,"10,400 ","7,547.7 "
480,2015,March,3 Southern Metro, Glen Eira,"4,474 ","3,066.0 "
481,2015,March,3 Southern Metro, Greater Dandenong,"12,165 ","7,795.0 "
482,2015,March,3 Southern Metro, Kingston,"7,241 ","4,634.4 "
483,2015,March,3 Southern Metro, Mornington Peninsula,"7,366 ","4,637.6 "
484,2015,March,3 Southern Metro, Port Phillip,"9,157 ","8,607.7 "
485,2015,March,3 Southern Metro, Stonnington,"7,266 ","6,726.0 "
486,2015,March,3 Southern Metro,Total,"78,879 ","5,394.0 "
487,2015,March,4 Western, Ararat,860 ,"7,385.8 "
488,2015,March,4 Western, Ballarat,"7,825 ","7,711.0 "
489,2015,March,4 Western, Buloke,200 ,"3,171.6 "
490,2015,March,4 Western, Campaspe,"2,281 ","6,094.2 "
491,2015,March,4 Western, Central Goldfields,808 ,"6,239.4 "
492,2015,March,4 Western, Colac-Otway,"1,057 ","4,978.8 "
493,2015,March,4 Western, Corangamite,445 ,"2,734.4 "
494,2015,March,4 Western, Gannawarra,433 ,"4,109.7 "
495,2015,March,4 Western, Glenelg,"1,404 ","7,119.0 "
496,2015,March,4 Western, Golden Plains,490 ,"2,291.0 "
497,2015,March,4 Western, Greater Bendigo,"6,089 ","5,540.1 "
498,2015,March,4 Western, Greater Geelong,"14,781 ","6,345.8 "
499,2015,March,4 Western, Hepburn,500 ,"3,260.7 "
500,2015,March,4 Western, Hindmarsh,152 ,"2,617.1 "
501,2015,March,4 Western, Horsham,"1,672 ","8,447.9 "
502,2015,March,4 Western, Loddon,251 ,"3,332.9 "
503,2015,March,4 Western, Macedon Ranges,"1,420 ","3,062.1 "
504,2015,March,4 Western, Mildura,"4,627 ","8,543.8 "
505,2015,March,4 Western, Moorabool,"1,517 ","4,778.3 "
506,2015,March,4 Western, Mount Alexander,682 ,"3,628.8 "
507,2015,March,4 Western, Moyne,448 ,"2,700.3 "
508,2015,March,4 Western, Northern Grampians,769 ,"6,604.3 "
509,2015,March,4 Western, Pyrenees,352 ,"4,903.2 "
510,2015,March,4 Western, Queenscliffe,106 ,"3,614.0 "
511,2015,March,4 Western, Southern Grampians,679 ,"4,201.2 "
512,2015,March,4 Western, Surf Coast,901 ,"3,041.4 "
513,2015,March,4 Western, Swan Hill,"1,642 ","7,859.1 "
514,2015,March,4 Western, Warrnambool,"2,008 ","5,905.0 "
515,2015,March,4 Western, West Wimmera,80 ,"2,013.1 "
516,2015,March,4 Western, Yarriambiack,207 ,"3,032.5 "
517,2015,March,4 Western,Total,"54,686 ","5,749.4 "
518,2015,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,748 ,
519,2015,March,Justice Institutions and Immigration Facilities,Total,748 ,
520,2015,March,Unincorporated Vic, Unincorporated Vic,98 ,
521,2015,March,Unincorporated Vic,Total,98 ,
522,2014,March,1 North West Metro, Banyule,"6,839 ","5,466.5 "
523,2014,March,1 North West Metro, Brimbank,"15,091 ","7,603.7 "
524,2014,March,1 North West Metro, Darebin,"10,718 ","7,168.7 "
525,2014,March,1 North West Metro, Hobsons Bay,"5,444 ","6,021.0 "
526,2014,March,1 North West Metro, Hume,"12,658 ","6,617.6 "
527,2014,March,1 North West Metro, Maribyrnong,"6,947 ","8,424.4 "
528,2014,March,1 North West Metro, Melbourne,"24,818 ","19,392.9 "
529,2014,March,1 North West Metro, Melton,"7,196 ","5,565.0 "
530,2014,March,1 North West Metro, Moonee Valley,"6,371 ","5,410.0 "
531,2014,March,1 North West Metro, Moreland,"9,810 ","5,978.1 "
532,2014,March,1 North West Metro, Nillumbik,"1,596 ","2,516.0 "
533,2014,March,1 North West Metro, Whittlesea,"10,184 ","5,419.9 "
534,2014,March,1 North West Metro, Wyndham,"10,258 ","5,090.5 "
535,2014,March,1 North West Metro, Yarra,"9,792 ","11,225.8 "
536,2014,March,1 North West Metro,Total,"137,722 ","7,186.3 "
537,2014,March,2 Eastern, Alpine,355 ,"2,873.3 "
538,2014,March,2 Eastern, Bass Coast,"2,079 ","6,513.8 "
539,2014,March,2 Eastern, Baw Baw,"2,251 ","4,825.9 "
540,2014,March,2 Eastern, Benalla,859 ,"6,180.7 "
541,2014,March,2 Eastern, Boroondara,"5,967 ","3,455.9 "
542,2014,March,2 Eastern, East Gippsland,"3,047 ","6,881.7 "
543,2014,March,2 Eastern, Greater Shepparton,"5,348 ","8,366.8 "
544,2014,March,2 Eastern, Indigo,365 ,"2,320.1 "
545,2014,March,2 Eastern, Knox,"7,316 ","4,647.0 "
546,2014,March,2 Eastern, Latrobe,"7,729 ","10,425.7 "
547,2014,March,2 Eastern, Manningham,"3,209 ","2,686.8 "
548,2014,March,2 Eastern, Mansfield,338 ,"4,026.2 "
549,2014,March,2 Eastern, Maroondah,"5,847 ","5,247.7 "
550,2014,March,2 Eastern, Mitchell,"2,013 ","5,150.4 "
551,2014,March,2 Eastern, Moira,"1,164 ","4,000.0 "
552,2014,March,2 Eastern, Monash,"7,082 ","3,804.5 "
553,2014,March,2 Eastern, Murrindindi,565 ,"4,128.0 "
554,2014,March,2 Eastern, South Gippsland,894 ,"3,134.5 "
555,2014,March,2 Eastern, Strathbogie,369 ,"3,683.4 "
556,2014,March,2 Eastern, Towong,214 ,"3,577.4 "
557,2014,March,2 Eastern, Wangaratta,"1,730 ","6,209.2 "
558,2014,March,2 Eastern, Wellington,"2,893 ","6,736.1 "
559,2014,March,2 Eastern, Whitehorse,"5,804 ","3,532.1 "
560,2014,March,2 Eastern, Wodonga,"2,348 ","6,119.5 "
561,2014,March,2 Eastern, Yarra Ranges,"5,294 ","3,483.6 "
562,2014,March,2 Eastern,Total,"75,080 ","4,662.7 "
563,2014,March,3 Southern Metro, Bayside,"3,420 ","3,427.0 "
564,2014,March,3 Southern Metro, Cardinia,"4,291 ","4,872.3 "
565,2014,March,3 Southern Metro, Casey,"12,311 ","4,275.6 "
566,2014,March,3 Southern Metro, Frankston,"11,254 ","8,264.0 "
567,2014,March,3 Southern Metro, Glen Eira,"4,644 ","3,231.9 "
568,2014,March,3 Southern Metro, Greater Dandenong,"12,609 ","8,288.0 "
569,2014,March,3 Southern Metro, Kingston,"7,520 ","4,876.5 "
570,2014,March,3 Southern Metro, Mornington Peninsula,"7,834 ","5,005.8 "
571,2014,March,3 Southern Metro, Port Phillip,"8,802 ","8,426.9 "
572,2014,March,3 Southern Metro, Stonnington,"7,432 ","7,018.3 "
573,2014,March,3 Southern Metro,Total,"80,117 ","5,607.0 "
574,2014,March,4 Western, Ararat,852 ,"7,370.2 "
575,2014,March,4 Western, Ballarat,"8,179 ","8,186.0 "
576,2014,March,4 Western, Buloke,186 ,"2,936.1 "
577,2014,March,4 Western, Campaspe,"2,150 ","5,758.2 "
578,2014,March,4 Western, Central Goldfields,802 ,"6,224.8 "
579,2014,March,4 Western, Colac-Otway,"1,130 ","5,347.6 "
580,2014,March,4 Western, Corangamite,505 ,"3,090.6 "
581,2014,March,4 Western, Gannawarra,444 ,"4,214.9 "
582,2014,March,4 Western, Glenelg,"1,262 ","6,388.3 "
583,2014,March,4 Western, Golden Plains,393 ,"1,880.5 "
584,2014,March,4 Western, Greater Bendigo,"6,143 ","5,690.3 "
585,2014,March,4 Western, Greater Geelong,"14,129 ","6,203.9 "
586,2014,March,4 Western, Hepburn,531 ,"3,497.1 "
587,2014,March,4 Western, Hindmarsh,175 ,"2,994.5 "
588,2014,March,4 Western, Horsham,"1,443 ","7,307.1 "
589,2014,March,4 Western, Loddon,259 ,"3,447.4 "
590,2014,March,4 Western, Macedon Ranges,"1,465 ","3,221.8 "
591,2014,March,4 Western, Mildura,"4,712 ","8,768.6 "
592,2014,March,4 Western, Moorabool,"1,471 ","4,735.1 "
593,2014,March,4 Western, Mount Alexander,608 ,"3,286.3 "
594,2014,March,4 Western, Moyne,457 ,"2,767.7 "
595,2014,March,4 Western, Northern Grampians,679 ,"5,765.5 "
596,2014,March,4 Western, Pyrenees,347 ,"4,924.1 "
597,2014,March,4 Western, Queenscliffe,88 ,"2,963.0 "
598,2014,March,4 Western, Southern Grampians,887 ,"5,456.8 "
599,2014,March,4 Western, Surf Coast,"1,026 ","3,553.4 "
600,2014,March,4 Western, Swan Hill,"1,519 ","7,254.1 "
601,2014,March,4 Western, Warrnambool,"1,913 ","5,671.7 "
602,2014,March,4 Western, West Wimmera,136 ,"3,368.0 "
603,2014,March,4 Western, Yarriambiack,214 ,"3,090.7 "
604,2014,March,4 Western,Total,"54,105 ","5,764.9 "
605,2014,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,"1,000 ",
606,2014,March,Justice Institutions and Immigration Facilities,Total,"1,000 ",
607,2014,March,Unincorporated Vic, Unincorporated Vic,67 ,
608,2014,March,Unincorporated Vic,Total,67 ,
609,2013,March,1 North West Metro, Banyule,"5,694 ","4,580.3 "
610,2013,March,1 North West Metro, Brimbank,"15,478 ","7,890.1 "
611,2013,March,1 North West Metro, Darebin,"9,204 ","6,249.7 "
612,2013,March,1 North West Metro, Hobsons Bay,"5,856 ","6,565.9 "
613,2013,March,1 North West Metro, Hume,"11,833 ","6,400.6 "
614,2013,March,1 North West Metro, Maribyrnong,"7,139 ","8,948.1 "
615,2013,March,1 North West Metro, Melbourne,"24,484 ","20,624.9 "
616,2013,March,1 North West Metro, Melton,"6,763 ","5,456.8 "
617,2013,March,1 North West Metro, Moonee Valley,"6,822 ","5,908.3 "
618,2013,March,1 North West Metro, Moreland,"9,507 ","5,931.4 "
619,2013,March,1 North West Metro, Nillumbik,"1,509 ","2,388.6 "
620,2013,March,1 North West Metro, Whittlesea,"9,715 ","5,419.1 "
621,2013,March,1 North West Metro, Wyndham,"10,678 ","5,613.8 "
622,2013,March,1 North West Metro, Yarra,"8,789 ","10,467.8 "
623,2013,March,1 North West Metro,Total,"133,471 ","7,189.0 "
624,2013,March,2 Eastern, Alpine,293 ,"2,385.4 "
625,2013,March,2 Eastern, Bass Coast,"1,781 ","5,684.5 "
626,2013,March,2 Eastern, Baw Baw,"2,119 ","4,644.2 "
627,2013,March,2 Eastern, Benalla,768 ,"5,533.9 "
628,2013,March,2 Eastern, Boroondara,"5,805 ","3,405.0 "
629,2013,March,2 Eastern, East Gippsland,"2,851 ","6,507.8 "
630,2013,March,2 Eastern, Greater Shepparton,"4,657 ","7,363.5 "
631,2013,March,2 Eastern, Indigo,339 ,"2,172.4 "
632,2013,March,2 Eastern, Knox,"6,596 ","4,218.8 "
633,2013,March,2 Eastern, Latrobe,"7,487 ","10,100.6 "
634,2013,March,2 Eastern, Manningham,"2,867 ","2,422.3 "
635,2013,March,2 Eastern, Mansfield,255 ,"3,081.2 "
636,2013,March,2 Eastern, Maroondah,"5,107 ","4,652.0 "
637,2013,March,2 Eastern, Mitchell,"1,927 ","5,099.5 "
638,2013,March,2 Eastern, Moira,"1,030 ","3,563.4 "
639,2013,March,2 Eastern, Monash,"6,482 ","3,537.1 "
640,2013,March,2 Eastern, Murrindindi,455 ,"3,354.7 "
641,2013,March,2 Eastern, South Gippsland,927 ,"3,278.7 "
642,2013,March,2 Eastern, Strathbogie,376 ,"3,810.7 "
643,2013,March,2 Eastern, Towong,182 ,"3,053.2 "
644,2013,March,2 Eastern, Wangaratta,"1,676 ","6,061.5 "
645,2013,March,2 Eastern, Wellington,"2,830 ","6,624.4 "
646,2013,March,2 Eastern, Whitehorse,"5,606 ","3,458.8 "
647,2013,March,2 Eastern, Wodonga,"2,441 ","6,496.3 "
648,2013,March,2 Eastern, Yarra Ranges,"4,970 ","3,293.5 "
649,2013,March,2 Eastern,Total,"69,827 ","4,387.0 "
650,2013,March,3 Southern Metro, Bayside,"3,414 ","3,474.7 "
651,2013,March,3 Southern Metro, Cardinia,"3,886 ","4,593.9 "
652,2013,March,3 Southern Metro, Casey,"11,748 ","4,225.5 "
653,2013,March,3 Southern Metro, Frankston,"10,437 ","7,768.5 "
654,2013,March,3 Southern Metro, Glen Eira,"4,599 ","3,255.7 "
655,2013,March,3 Southern Metro, Greater Dandenong,"11,817 ","7,957.5 "
656,2013,March,3 Southern Metro, Kingston,"7,119 ","4,673.2 "
657,2013,March,3 Southern Metro, Mornington Peninsula,"7,164 ","4,651.9 "
658,2013,March,3 Southern Metro, Port Phillip,"8,996 ","8,806.1 "
659,2013,March,3 Southern Metro, Stonnington,"7,116 ","6,876.2 "
660,2013,March,3 Southern Metro,Total,"76,296 ","5,461.6 "
661,2013,March,4 Western, Ararat,871 ,"7,580.5 "
662,2013,March,4 Western, Ballarat,"7,783 ","7,914.1 "
663,2013,March,4 Western, Buloke,215 ,"3,365.7 "
664,2013,March,4 Western, Campaspe,"2,187 ","5,877.0 "
665,2013,March,4 Western, Central Goldfields,808 ,"6,305.1 "
666,2013,March,4 Western, Colac-Otway,"1,088 ","5,172.3 "
667,2013,March,4 Western, Corangamite,491 ,"2,992.1 "
668,2013,March,4 Western, Gannawarra,401 ,"3,809.6 "
669,2013,March,4 Western, Glenelg,"1,035 ","5,228.1 "
670,2013,March,4 Western, Golden Plains,395 ,"1,939.9 "
671,2013,March,4 Western, Greater Bendigo,"5,736 ","5,413.5 "
672,2013,March,4 Western, Greater Geelong,"13,096 ","5,863.3 "
673,2013,March,4 Western, Hepburn,515 ,"3,428.3 "
674,2013,March,4 Western, Hindmarsh,198 ,"3,383.5 "
675,2013,March,4 Western, Horsham,"1,315 ","6,677.2 "
676,2013,March,4 Western, Loddon,325 ,"4,323.0 "
677,2013,March,4 Western, Macedon Ranges,"1,326 ","2,973.4 "
678,2013,March,4 Western, Mildura,"4,484 ","8,435.5 "
679,2013,March,4 Western, Moorabool,"1,386 ","4,557.7 "
680,2013,March,4 Western, Mount Alexander,624 ,"3,419.7 "
681,2013,March,4 Western, Moyne,490 ,"2,982.2 "
682,2013,March,4 Western, Northern Grampians,663 ,"5,580.8 "
683,2013,March,4 Western, Pyrenees,260 ,"3,747.5 "
684,2013,March,4 Western, Queenscliffe,86 ,"2,864.8 "
685,2013,March,4 Western, Southern Grampians,787 ,"4,812.0 "
686,2013,March,4 Western, Surf Coast,"1,058 ","3,748.1 "
687,2013,March,4 Western, Swan Hill,"1,349 ","6,422.9 "
688,2013,March,4 Western, Warrnambool,"1,825 ","5,460.3 "
689,2013,March,4 Western, West Wimmera,121 ,"2,934.0 "
690,2013,March,4 Western, Yarriambiack,265 ,"3,768.5 "
691,2013,March,4 Western,Total,"51,183 ","5,523.7 "
692,2013,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,853 ,
693,2013,March,Justice Institutions and Immigration Facilities,Total,853 ,
694,2013,March,Unincorporated Vic, Unincorporated Vic,109 ,
695,2013,March,Unincorporated Vic,Total,109 ,
696,2012,March,1 North West Metro, Banyule,"5,741 ","4,645.4 "
697,2012,March,1 North West Metro, Brimbank,"14,550 ","7,508.7 "
698,2012,March,1 North West Metro, Darebin,"9,761 ","6,732.4 "
699,2012,March,1 North West Metro, Hobsons Bay,"5,068 ","5,737.0 "
700,2012,March,1 North West Metro, Hume,"11,125 ","6,208.1 "
701,2012,March,1 North West Metro, Maribyrnong,"7,105 ","9,205.9 "
702,2012,March,1 North West Metro, Melbourne,"23,799 ","22,122.6 "
703,2012,March,1 North West Metro, Melton,"6,381 ","5,392.6 "
704,2012,March,1 North West Metro, Moonee Valley,"6,158 ","5,417.3 "
705,2012,March,1 North West Metro, Moreland,"9,061 ","5,772.6 "
706,2012,March,1 North West Metro, Nillumbik,"1,396 ","2,218.2 "
707,2012,March,1 North West Metro, Whittlesea,"9,215 ","5,420.8 "
708,2012,March,1 North West Metro, Wyndham,"10,068 ","5,620.5 "
709,2012,March,1 North West Metro, Yarra,"9,065 ","11,154.5 "
710,2012,March,1 North West Metro,Total,"128,493 ","7,150.7 "
711,2012,March,2 Eastern, Alpine,330 ,"2,708.7 "
712,2012,March,2 Eastern, Bass Coast,"1,661 ","5,390.9 "
713,2012,March,2 Eastern, Baw Baw,"1,879 ","4,221.9 "
714,2012,March,2 Eastern, Benalla,748 ,"5,401.1 "
715,2012,March,2 Eastern, Boroondara,"5,578 ","3,310.7 "
716,2012,March,2 Eastern, East Gippsland,"2,374 ","5,479.0 "
717,2012,March,2 Eastern, Greater Shepparton,"5,174 ","8,270.2 "
718,2012,March,2 Eastern, Indigo,392 ,"2,536.6 "
719,2012,March,2 Eastern, Knox,"6,287 ","4,045.5 "
720,2012,March,2 Eastern, Latrobe,"6,963 ","9,409.0 "
721,2012,March,2 Eastern, Manningham,"2,846 ","2,423.4 "
722,2012,March,2 Eastern, Mansfield,236 ,"2,914.7 "
723,2012,March,2 Eastern, Maroondah,"4,939 ","4,554.8 "
724,2012,March,2 Eastern, Mitchell,"1,776 ","4,881.3 "
725,2012,March,2 Eastern, Moira,"1,189 ","4,146.5 "
726,2012,March,2 Eastern, Monash,"6,298 ","3,492.8 "
727,2012,March,2 Eastern, Murrindindi,464 ,"3,448.3 "
728,2012,March,2 Eastern, South Gippsland,881 ,"3,154.8 "
729,2012,March,2 Eastern, Strathbogie,354 ,"3,633.0 "
730,2012,March,2 Eastern, Towong,178 ,"2,996.6 "
731,2012,March,2 Eastern, Wangaratta,"1,726 ","6,290.5 "
732,2012,March,2 Eastern, Wellington,"2,419 ","5,699.1 "
733,2012,March,2 Eastern, Whitehorse,"5,308 ","3,324.5 "
734,2012,March,2 Eastern, Wodonga,"2,470 ","6,719.6 "
735,2012,March,2 Eastern, Yarra Ranges,"5,012 ","3,344.4 "
736,2012,March,2 Eastern,Total,"67,482 ","4,289.6 "
737,2012,March,3 Southern Metro, Bayside,"3,238 ","3,339.1 "
738,2012,March,3 Southern Metro, Cardinia,"3,468 ","4,312.3 "
739,2012,March,3 Southern Metro, Casey,"11,077 ","4,114.2 "
740,2012,March,3 Southern Metro, Frankston,"9,374 ","7,091.1 "
741,2012,March,3 Southern Metro, Glen Eira,"4,490 ","3,227.5 "
742,2012,March,3 Southern Metro, Greater Dandenong,"11,047 ","7,612.5 "
743,2012,March,3 Southern Metro, Kingston,"6,874 ","4,569.4 "
744,2012,March,3 Southern Metro, Mornington Peninsula,"7,092 ","4,675.0 "
745,2012,March,3 Southern Metro, Port Phillip,"8,296 ","8,304.9 "
746,2012,March,3 Southern Metro, Stonnington,"7,115 ","7,016.1 "
747,2012,March,3 Southern Metro,Total,"72,071 ","5,274.1 "
748,2012,March,4 Western, Ararat,855 ,"7,500.0 "
749,2012,March,4 Western, Ballarat,"8,450 ","8,735.8 "
750,2012,March,4 Western, Buloke,231 ,"3,590.3 "
751,2012,March,4 Western, Campaspe,"2,039 ","5,504.7 "
752,2012,March,4 Western, Central Goldfields,686 ,"5,395.6 "
753,2012,March,4 Western, Colac-Otway,"1,088 ","5,205.2 "
754,2012,March,4 Western, Corangamite,518 ,"3,145.1 "
755,2012,March,4 Western, Gannawarra,409 ,"3,896.0 "
756,2012,March,4 Western, Glenelg,"1,170 ","5,901.6 "
757,2012,March,4 Western, Golden Plains,329 ,"1,678.2 "
758,2012,March,4 Western, Greater Bendigo,"5,207 ","5,011.3 "
759,2012,March,4 Western, Greater Geelong,"13,016 ","5,939.3 "
760,2012,March,4 Western, Hepburn,540 ,"3,642.5 "
761,2012,March,4 Western, Hindmarsh,177 ,"3,022.0 "
762,2012,March,4 Western, Horsham,"1,288 ","6,568.7 "
763,2012,March,4 Western, Loddon,326 ,"4,329.9 "
764,2012,March,4 Western, Macedon Ranges,"1,189 ","2,715.0 "
765,2012,March,4 Western, Mildura,"4,404 ","8,392.6 "
766,2012,March,4 Western, Moorabool,"1,156 ","3,936.9 "
767,2012,March,4 Western, Mount Alexander,715 ,"3,960.6 "
768,2012,March,4 Western, Moyne,482 ,"2,956.3 "
769,2012,March,4 Western, Northern Grampians,730 ,"6,098.6 "
770,2012,March,4 Western, Pyrenees,195 ,"2,842.6 "
771,2012,March,4 Western, Queenscliffe,103 ,"3,369.3 "
772,2012,March,4 Western, Southern Grampians,825 ,"5,011.8 "
773,2012,March,4 Western, Surf Coast,"1,132 ","4,111.9 "
774,2012,March,4 Western, Swan Hill,"1,338 ","6,380.2 "
775,2012,March,4 Western, Warrnambool,"1,791 ","5,417.6 "
776,2012,March,4 Western, West Wimmera,101 ,"2,396.8 "
777,2012,March,4 Western, Yarriambiack,280 ,"3,946.4 "
778,2012,March,4 Western,Total,"50,770 ","5,556.5 "
779,2012,March,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,772 ,
780,2012,March,Justice Institutions and Immigration Facilities,Total,772 ,
781,2012,March,Unincorporated Vic, Unincorporated Vic,119 ,
782,2012,March,Unincorporated Vic,Total,119 ,
783,2011,March,1 North West Metro, Banyule,"5,616 ","4,566.5 "
784,2011,March,1 North West Metro, Brimbank,"13,086 ","6,833.6 "
785,2011,March,1 North West Metro, Darebin,"9,031 ","6,317.9 "
786,2011,March,1 North West Metro, Hobsons Bay,"4,683 ","5,358.4 "
787,2011,March,1 North West Metro, Hume,"10,630 ","6,099.0 "
788,2011,March,1 North West Metro, Maribyrnong,"6,945 ","9,241.0 "
789,2011,March,1 North West Metro, Melbourne,"25,591 ","25,529.7 "
790,2011,March,1 North West Metro, Melton,"5,334 ","4,735.3 "
791,2011,March,1 North West Metro, Moonee Valley,"5,923 ","5,279.9 "
792,2011,March,1 North West Metro, Moreland,"8,667 ","5,618.9 "
793,2011,March,1 North West Metro, Nillumbik,"1,449 ","2,310.4 "
794,2011,March,1 North West Metro, Whittlesea,"8,034 ","4,996.3 "
795,2011,March,1 North West Metro, Wyndham,"8,729 ","5,236.4 "
796,2011,March,1 North West Metro, Yarra,"9,016 ","11,426.7 "
797,2011,March,1 North West Metro,Total,"122,734 ","7,042.8 "
798,2011,March,2 Eastern, Alpine,305 ,"2,527.3 "
799,2011,March,2 Eastern, Bass Coast,"1,803 ","5,963.7 "
800,2011,March,2 Eastern, Baw Baw,"1,616 ","3,724.4 "
801,2011,March,2 Eastern, Benalla,784 ,"5,673.8 "
802,2011,March,2 Eastern, Boroondara,"5,298 ","3,171.3 "
803,2011,March,2 Eastern, East Gippsland,"2,693 ","6,288.2 "
