,postcode,Postal_Town,population,active,cases,rate,data_date
1844,3793,MONBULK,3575.0,0,1,0.0,30/09/2020
1845,3793,MONBULK,3575.0,0,1,0.0,30/09/2020
1846,3793,MONBULK,3575.0,0,1,0.0,30/09/2020
1847,3795,SILVAN,1249.0,0,1,0.0,30/09/2020
1848,3796,MOUNT EVELYN,9698.0,0,4,0.0,30/09/2020
1849,3796,Mount Evelyn,9698.0,0,4,0.0,30/09/2020
1850,3796,MOUNT EVELYN,9698.0,0,4,0.0,30/09/2020
1851,3796,MOUNT EVELYN,9698.0,0,4,0.0,30/09/2020
1852,3797,Yarra Junction,3474.0,0,3,0.0,30/09/2020
1853,3797,YARRA JUNCTION,3474.0,0,3,0.0,30/09/2020
1854,3797,GLADYSDALE,3474.0,0,3,0.0,30/09/2020
1855,3797,Yarra Junction,3474.0,0,3,0.0,30/09/2020
1856,3797,YARRA JUNCTION,3474.0,0,3,0.0,30/09/2020
1857,3797,YARRA JUNCTION,3474.0,0,3,0.0,30/09/2020
1858,3797,YARRA JUNCTION,3474.0,0,3,0.0,30/09/2020
1859,3799,WARBURTON,5800.0,0,3,0.0,30/09/2020
1860,3799,WARBURTON,5800.0,0,3,0.0,30/09/2020
1861,3800,Monash University,2211.0,0,0,0.0,30/09/2020
1862,3802,ENDEAVOUR HILLS,24292.0,0,87,0.0,30/09/2020
1863,3802,ENDEAVOUR HILLS,24292.0,0,87,0.0,30/09/2020
1864,3802,ENDEAVOUR HILLS,24292.0,0,87,0.0,30/09/2020
1865,3802,ENDEAVOUR HILLS,24292.0,0,87,0.0,30/09/2020
1866,3802,ENDEAVOUR HILLS,24292.0,0,87,0.0,30/09/2020
1867,3802,Endeavour Hills,24292.0,0,87,0.0,30/09/2020
1868,3802,ENDEAVOUR HILLS,24292.0,0,87,0.0,30/09/2020
1869,3802,ENDEAVOUR HILLS,24292.0,0,87,0.0,30/09/2020
1870,3802,ENDEAVOUR HILLS,24292.0,0,87,0.0,30/09/2020
1871,3803,HALLAM,10856.0,0,93,0.0,30/09/2020
1872,3803,Hallam,10856.0,0,93,0.0,30/09/2020
1873,3803,Hallam,10856.0,0,93,0.0,30/09/2020
1874,3804,NARRE WARREN NORTH,8096.0,0,13,0.0,30/09/2020
1875,3804,NARRE WARREN NORTH,8096.0,0,13,0.0,30/09/2020
1876,3804,NARRE WARREN NORTH,8096.0,0,13,0.0,30/09/2020
1877,3805,NARRE WARREN,56937.0,0,192,0.0,30/09/2020
1878,3805,NARRE WARREN,56937.0,0,192,0.0,30/09/2020
1879,3805,NARRE WARREN,56937.0,0,192,0.0,30/09/2020
1880,3805,NARRE WARREN,56937.0,0,192,0.0,30/09/2020
1881,3805,NARRE WARREN,56937.0,0,192,0.0,30/09/2020
1882,3805,NARRE WARREN SOUTH,56937.0,0,192,0.0,30/09/2020
1883,3805,NARRE WARREN SOUTH,56937.0,0,192,0.0,30/09/2020
1884,3805,Narre Warren South,56937.0,0,192,0.0,30/09/2020
1885,3805,Narre Warren South,56937.0,0,192,0.0,30/09/2020
1886,3805,NARRE WARREN SOUTH,56937.0,0,192,0.0,30/09/2020
1887,3805,NARRE WARREN,56937.0,0,192,0.0,30/09/2020
1888,3805,Narre Warren South,56937.0,0,192,0.0,30/09/2020
1889,3805,NARRE WARREN,56937.0,0,192,0.0,30/09/2020
1890,3805,NARRE WARREN,56937.0,0,192,0.0,30/09/2020
1891,3806,Berwick,48521.0,0,65,0.0,30/09/2020
1892,3806,HARKAWAY,48521.0,0,65,0.0,30/09/2020
1893,3806,BERWICK,48521.0,0,65,0.0,30/09/2020
1894,3806,Berwick,48521.0,0,65,0.0,30/09/2020
1895,3806,BERWICK,48521.0,0,65,0.0,30/09/2020
1896,3806,BERWICK,48521.0,0,65,0.0,30/09/2020
1897,3806,BERWICK,48521.0,0,65,0.0,30/09/2020
1898,3806,BERWICK,48521.0,0,65,0.0,30/09/2020
1899,3806,BERWICK,48521.0,0,65,0.0,30/09/2020
1900,3806,BERWICK,48521.0,0,65,0.0,30/09/2020
1901,3806,BERWICK,48521.0,0,65,0.0,30/09/2020
1902,3806,BERWICK,48521.0,0,65,0.0,30/09/2020
1903,3807,BEACONSFIELD,7096.0,0,19,0.0,30/09/2020
1904,3807,BEACONSFIELD,7096.0,0,19,0.0,30/09/2020
1905,3808,BEACONSFIELD UPPER,3031.0,0,2,0.0,30/09/2020
1906,3809,OFFICER,7212.0,0,48,0.0,30/09/2020
1907,3809,Officer,7212.0,0,48,0.0,30/09/2020
1908,3809,Officer,7212.0,0,48,0.0,30/09/2020
1909,3809,Officer,7212.0,0,48,0.0,30/09/2020
1910,3809,Officer,7212.0,0,48,0.0,30/09/2020
1911,3809,Officer,7212.0,0,48,0.0,30/09/2020
1912,3809,OFFICER,7212.0,0,48,0.0,30/09/2020
1913,3809,OFFICER,7212.0,0,48,0.0,30/09/2020
1914,3810,PAKENHAM,47892.0,0,115,0.0,30/09/2020
1915,3810,Pakenham,47892.0,0,115,0.0,30/09/2020
1916,3810,Pakenham,47892.0,0,115,0.0,30/09/2020
1917,3810,PAKENHAM,47892.0,0,115,0.0,30/09/2020
1918,3810,PAKENHAM,47892.0,0,115,0.0,30/09/2020
1919,3810,PAKENHAM,47892.0,0,115,0.0,30/09/2020
1920,3810,PAKENHAM,47892.0,0,115,0.0,30/09/2020
1921,3810,PAKENHAM,47892.0,0,115,0.0,30/09/2020
1922,3812,NAR NAR GOON,2310.0,0,5,0.0,30/09/2020
1923,3812,NAR NAR GOON,2310.0,0,5,0.0,30/09/2020
1924,3813,TYNONG,886.0,0,0,0.0,30/09/2020
1925,3814,GARFIELD,2257.0,0,0,0.0,30/09/2020
1926,3815,BUNYIP,3020.0,0,1,0.0,30/09/2020
1927,3815,BUNYIP,3020.0,0,1,0.0,30/09/2020
1928,3816,LABERTOUCHE,2717.0,0,0,0.0,30/09/2020
1929,3816,LONGWARRY,2717.0,0,0,0.0,30/09/2020
1930,3818,DROUIN,14170.0,0,5,0.0,30/09/2020
1931,3818,DROUIN,14170.0,0,5,0.0,30/09/2020
1932,3818,JINDIVICK,14170.0,0,5,0.0,30/09/2020
1933,3818,RIPPLEBROOK,14170.0,0,5,0.0,30/09/2020
1934,3818,DROUIN,14170.0,0,5,0.0,30/09/2020
1935,3818,DROUIN,14170.0,0,5,0.0,30/09/2020
1936,3818,DROUIN,14170.0,0,5,0.0,30/09/2020
1937,3818,DROUIN,14170.0,0,5,0.0,30/09/2020
1938,3820,WARRAGUL,15952.0,0,5,0.0,30/09/2020
1939,3820,BONA VISTA,15952.0,0,5,0.0,30/09/2020
1940,3820,WARRAGUL,15952.0,0,5,0.0,30/09/2020
1941,3820,WARRAGUL,15952.0,0,5,0.0,30/09/2020
1942,3820,WARRAGUL,15952.0,0,5,0.0,30/09/2020
1943,3820,WARRAGUL,15952.0,0,5,0.0,30/09/2020
1944,3820,WARRAGUL,15952.0,0,5,0.0,30/09/2020
1945,3820,WARRAGUL,15952.0,0,5,0.0,30/09/2020
1946,3820,WARRAGUL,15952.0,0,5,0.0,30/09/2020
1947,3821,BULN BULN,2918.0,0,2,0.0,30/09/2020
1948,3821,ELLINBANK,2918.0,0,2,0.0,30/09/2020
1949,3821,NILMA,2918.0,0,2,0.0,30/09/2020
1950,3821,LARDNER,2918.0,0,2,0.0,30/09/2020
1951,3822,DARNUM,983.0,0,0,0.0,30/09/2020
1952,3823,YARRAGON,1839.0,0,3,0.0,30/09/2020
1953,3824,TRAFALGAR,5003.0,0,1,0.0,30/09/2020
1954,3824,Narracan,5003.0,0,1,0.0,30/09/2020
1955,3824,TRAFALGAR,5003.0,0,1,0.0,30/09/2020
1956,3824,TRAFALGAR,5003.0,0,1,0.0,30/09/2020
1957,3825,MOE,20282.0,0,6,0.0,30/09/2020
1958,3825,WILLOW GROVE,20282.0,0,6,0.0,30/09/2020
1959,3825,TANJIL SOUTH,20282.0,0,6,0.0,30/09/2020
1960,3825,YALLOURN NORTH,20282.0,0,6,0.0,30/09/2020
1961,3825,NEWBOROUGH,20282.0,0,6,0.0,30/09/2020
1962,3825,MOE,20282.0,0,6,0.0,30/09/2020
1963,3825,NEWBOROUGH,20282.0,0,6,0.0,30/09/2020
1964,3825,MOE,20282.0,0,6,0.0,30/09/2020
1965,3825,MOE,20282.0,0,6,0.0,30/09/2020
1966,3825,RAWSON,20282.0,0,6,0.0,30/09/2020
1967,3825,MOE,20282.0,0,6,0.0,30/09/2020
1968,3825,MOE,20282.0,0,6,0.0,30/09/2020
1969,3825,NEWBOROUGH,20282.0,0,6,0.0,30/09/2020
1970,3831,NEERIM SOUTH,1701.0,0,0,0.0,30/09/2020
1971,3831,NEERIM SOUTH,1701.0,0,0,0.0,30/09/2020
1972,3832,NAYOOK,249.0,0,0,0.0,30/09/2020
1973,3833,NOOJEE,304.0,0,0,0.0,30/09/2020
1974,3835,THORPDALE,472.0,0,0,0.0,30/09/2020
1975,3840,HAZELWOOD NORTH,16478.0,0,13,0.0,30/09/2020
1976,3840,MORWELL,16478.0,0,13,0.0,30/09/2020
1977,3840,Morwell,16478.0,0,13,0.0,30/09/2020
1978,3840,MORWELL EAST,16478.0,0,13,0.0,30/09/2020
1979,3842,CHURCHILL,4784.0,0,0,0.0,30/09/2020
1980,3842,CHURCHILL,4784.0,0,0,0.0,30/09/2020
1981,3842,CHURCHILL,4784.0,0,0,0.0,30/09/2020
1982,3844,TRARALGON SOUTH,28981.0,0,32,0.0,30/09/2020
1983,3844,TYERS,28981.0,0,32,0.0,30/09/2020
1984,3844,TRARALGON,28981.0,0,32,0.0,30/09/2020
1985,3844,TRARALGON,28981.0,0,32,0.0,30/09/2020
1986,3844,TRARALGON,28981.0,0,32,0.0,30/09/2020
1987,3844,TRARALGON,28981.0,0,32,0.0,30/09/2020
1988,3844,TRARALGON,28981.0,0,32,0.0,30/09/2020
1989,3844,TRARALGON,28981.0,0,32,0.0,30/09/2020
1990,3844,TRARALGON,28981.0,0,32,0.0,30/09/2020
1991,3844,TRARALGON WEST,28981.0,0,32,0.0,30/09/2020
1992,3844,TRARALGON,28981.0,0,32,0.0,30/09/2020
1993,3847,ROSEDALE,2191.0,0,3,0.0,30/09/2020
1994,3847,NAMBROK,2191.0,0,3,0.0,30/09/2020
1995,3850,SALE,14782.0,0,4,0.0,30/09/2020
1996,3850,WURRUK,14782.0,0,4,0.0,30/09/2020
1997,3850,SALE,14782.0,0,4,0.0,30/09/2020
1998,3850,SALE,14782.0,0,4,0.0,30/09/2020
1999,3850,Sale,14782.0,0,4,0.0,30/09/2020
2000,3850,SALE,14782.0,0,4,0.0,30/09/2020
2001,3850,SALE,14782.0,0,4,0.0,30/09/2020
2002,3850,SALE,14782.0,0,4,0.0,30/09/2020
2003,3850,SALE,14782.0,0,4,0.0,30/09/2020
2004,3851,Longford,5689.0,0,2,0.0,30/09/2020
2005,3851,AIRLY,5689.0,0,2,0.0,30/09/2020
2006,3851,SEASPRAY,5689.0,0,2,0.0,30/09/2020
2007,3851,COBAINS,5689.0,0,2,0.0,30/09/2020
2008,3851,LOCH SPORT,5689.0,0,2,0.0,30/09/2020
2009,3851,Bundalaguah,5689.0,0,2,0.0,30/09/2020
2010,3854,GLENGARRY,1400.0,0,2,0.0,30/09/2020
2011,3856,TOONGABBIE,992.0,0,3,0.0,30/09/2020
2012,3857,COWWARR,368.0,0,0,0.0,30/09/2020
2013,3858,HEYFIELD,3026.0,0,0,0.0,30/09/2020
2014,3858,HEYFIELD,3026.0,0,0,0.0,30/09/2020
2015,3860,MAFFRA,7171.0,0,3,0.0,30/09/2020
2016,3860,BRIAGOLONG,7171.0,0,3,0.0,30/09/2020
2017,3860,BOISDALE,7171.0,0,3,0.0,30/09/2020
2018,3860,MAFFRA,7171.0,0,3,0.0,30/09/2020
2019,3860,MAFFRA,7171.0,0,3,0.0,30/09/2020
2020,3862,STRATFORD,3157.0,0,4,0.0,30/09/2020
2021,3862,STRATFORD,3157.0,0,4,0.0,30/09/2020
2022,3865,LINDENOW,445.0,0,1,0.0,30/09/2020
2023,3869,YINNAR,1624.0,0,0,0.0,30/09/2020
2024,3869,YINNAR SOUTH,1624.0,0,0,0.0,30/09/2020
2025,3870,BOOLARRA,1265.0,0,0,0.0,30/09/2020
2026,3871,MIRBOO NORTH,2904.0,0,0,0.0,30/09/2020
2027,3871,MIRBOO NORTH,2904.0,0,0,0.0,30/09/2020
2028,3873,GORMANDALE,323.0,0,0,0.0,30/09/2020
2029,3874,WOODSIDE,558.0,0,0,0.0,30/09/2020
2030,3875,BAIRNSDALE,18625.0,0,5,0.0,30/09/2020
2031,3875,Bairnsdale,18625.0,0,5,0.0,30/09/2020
2032,3875,Lindenow South,18625.0,0,5,0.0,30/09/2020
2033,3875,Clifton Creek,18625.0,0,5,0.0,30/09/2020
2034,3875,BAIRNSDALE,18625.0,0,5,0.0,30/09/2020
2035,3875,BAIRNSDALE,18625.0,0,5,0.0,30/09/2020
2036,3875,BAIRNSDALE,18625.0,0,5,0.0,30/09/2020
2037,3875,BAIRNSDALE,18625.0,0,5,0.0,30/09/2020
2038,3875,BAIRNSDALE,18625.0,0,5,0.0,30/09/2020
2039,3875,BAIRNSDALE,18625.0,0,5,0.0,30/09/2020
2040,3875,BAIRNSDALE,18625.0,0,5,0.0,30/09/2020
2041,3878,EAGLE POINT,1098.0,0,0,0.0,30/09/2020
2042,3880,PAYNESVILLE,4037.0,1,1,24.8,30/09/2020
2043,3882,NICHOLSON,1094.0,0,0,0.0,30/09/2020
2044,3885,BRUTHEN,1868.0,0,0,0.0,30/09/2020
2045,3885,BUCHAN,1868.0,0,0,0.0,30/09/2020
2046,3885,BRUTHEN,1868.0,0,0,0.0,30/09/2020
2047,3887,NOWA NOWA,342.0,0,0,0.0,30/09/2020
2048,3888,ORBOST,3421.0,0,0,0.0,30/09/2020
2049,3888,Newmerella,3421.0,0,0,0.0,30/09/2020
2050,3888,MARLO,3421.0,0,0,0.0,30/09/2020
2051,3888,ORBOST,3421.0,0,0,0.0,30/09/2020
2052,3888,ORBOST,3421.0,0,0,0.0,30/09/2020
2053,3888,ORBOST,3421.0,0,0,0.0,30/09/2020
2054,3890,NOORINBEE,324.0,0,0,0.0,30/09/2020
2055,3890,CANN RIVER,324.0,0,0,0.0,30/09/2020
2056,3892,MALLACOOTA,1060.0,0,0,0.0,30/09/2020
2057,3896,Swifts Creek,405.0,0,0,0.0,30/09/2020
2058,3898,OMEO,790.0,0,0,0.0,30/09/2020
2059,3903,SWAN REACH,746.0,0,0,0.0,30/09/2020
2060,3904,METUNG,1452.0,0,0,0.0,30/09/2020
2061,3909,LAKES ENTRANCE,7901.0,0,0,0.0,30/09/2020
2062,3909,LAKES ENTRANCE,7901.0,0,0,0.0,30/09/2020
2063,3909,NUNGURNER,7901.0,0,0,0.0,30/09/2020
2064,3909,LAKES ENTRANCE,7901.0,0,0,0.0,30/09/2020
2065,3909,LAKES ENTRANCE,7901.0,0,0,0.0,30/09/2020
2066,3910,LANGWARRIN,22587.0,0,48,0.0,30/09/2020
2067,3910,LANGWARRIN,22587.0,0,48,0.0,30/09/2020
2068,3910,LANGWARRIN,22587.0,0,48,0.0,30/09/2020
2069,3910,LANGWARRIN,22587.0,0,48,0.0,30/09/2020
2070,3910,LANGWARRIN,22587.0,0,48,0.0,30/09/2020
2071,3911,BAXTER,3413.0,0,2,0.0,30/09/2020
2072,3911,LANGWARRIN SOUTH,3413.0,0,2,0.0,30/09/2020
2073,3912,SOMERVILLE,15154.0,0,15,0.0,30/09/2020
2074,3912,PEARCEDALE,15154.0,0,15,0.0,30/09/2020
2075,3912,SOMERVILLE,15154.0,0,15,0.0,30/09/2020
2076,3912,Somerville,15154.0,0,15,0.0,30/09/2020
2077,3912,SOMERVILLE,15154.0,0,15,0.0,30/09/2020
2078,3913,TYABB,3337.0,0,2,0.0,30/09/2020
2079,3913,TYABB,3337.0,0,2,0.0,30/09/2020
2080,3913,TYABB,3337.0,0,2,0.0,30/09/2020
2081,3915,HASTINGS,9960.0,0,7,0.0,30/09/2020
2082,3915,HASTINGS,9960.0,0,7,0.0,30/09/2020
2083,3915,HASTINGS,9960.0,0,7,0.0,30/09/2020
2084,3915,HASTINGS,9960.0,0,7,0.0,30/09/2020
2085,3918,BITTERN,3704.0,0,3,0.0,30/09/2020
2086,3919,CRIB POINT,3182.0,0,2,0.0,30/09/2020
2087,3919,CRIB POINT,3182.0,0,2,0.0,30/09/2020
2088,3919,CRIB POINT,3182.0,0,2,0.0,30/09/2020
2089,3922,COWES,7740.0,0,1,0.0,30/09/2020
2090,3922,COWES,7740.0,0,1,0.0,30/09/2020
2091,3923,RHYLL,516.0,0,0,0.0,30/09/2020
2092,3925,San Remo,3377.0,0,1,0.0,30/09/2020
2093,3925,Newhaven,3377.0,0,1,0.0,30/09/2020
2094,3926,BALNARRING,3240.0,1,3,30.9,30/09/2020
2095,3927,SOMERS,1671.0,0,4,0.0,30/09/2020
2096,3930,MOUNT ELIZA,17889.0,0,11,0.0,30/09/2020
2097,3930,MOUNT ELIZA,17889.0,0,11,0.0,30/09/2020
2098,3930,MOUNT ELIZA,17889.0,0,11,0.0,30/09/2020
2099,3930,MOUNT ELIZA,17889.0,0,11,0.0,30/09/2020
2100,3930,MT ELIZA,17889.0,0,11,0.0,30/09/2020
2101,3930,MT ELIZA,17889.0,0,11,0.0,30/09/2020
2102,3930,MOUNT ELIZA,17889.0,0,11,0.0,30/09/2020
2103,3931,MORNINGTON,23991.0,0,60,0.0,30/09/2020
2104,3931,MORNINGTON,23991.0,0,60,0.0,30/09/2020
2105,3931,MORNINGTON,23991.0,0,60,0.0,30/09/2020
2106,3931,MORNINGTON,23991.0,0,60,0.0,30/09/2020
2107,3931,MORNINGTON,23991.0,0,60,0.0,30/09/2020
2108,3931,MORNINGTON,23991.0,0,60,0.0,30/09/2020
2109,3931,MORNINGTON,23991.0,0,60,0.0,30/09/2020
2110,3933,MOOROODUC,1101.0,0,2,0.0,30/09/2020
2111,3934,MOUNT MARTHA,18547.0,0,27,0.0,30/09/2020
2112,3934,MOUNT MARTHA,18547.0,0,27,0.0,30/09/2020
2113,3934,MT MARTHA,18547.0,0,27,0.0,30/09/2020
2114,3936,DROMANA,11024.0,0,6,0.0,30/09/2020
2115,3936,DROMANA,11024.0,0,6,0.0,30/09/2020
2116,3936,DROMANA,11024.0,0,6,0.0,30/09/2020
2117,3937,RED HILL,1519.0,0,0,0.0,30/09/2020
2118,3939,ROSEBUD,14522.0,0,10,0.0,30/09/2020
2119,3939,ROSEBUD,14522.0,0,10,0.0,30/09/2020
2120,3939,ROSEBUD,14522.0,0,10,0.0,30/09/2020
2121,3939,ROSEBUD WEST,14522.0,0,10,0.0,30/09/2020
2122,3940,CAPEL SOUND,4930.0,0,6,0.0,30/09/2020
2123,3941,RYE,12174.0,0,6,0.0,30/09/2020
2124,3941,RYE,12174.0,0,6,0.0,30/09/2020
2125,3941,RYE,12174.0,0,6,0.0,30/09/2020
2126,3943,SORRENTO,1593.0,0,7,0.0,30/09/2020
2127,3943,SORRENTO,1593.0,0,7,0.0,30/09/2020
2128,3945,LOCH,976.0,0,0,0.0,30/09/2020
2129,3950,KORUMBURRA,4798.0,0,5,0.0,30/09/2020
2130,3950,KORUMBURRA,4798.0,0,5,0.0,30/09/2020
2131,3950,KORUMBURRA,4798.0,0,5,0.0,30/09/2020
2132,3953,LEONGATHA,7859.0,0,3,0.0,30/09/2020
2133,3953,LEONGATHA,7859.0,0,3,0.0,30/09/2020
2134,3953,LEONGATHA,7859.0,0,3,0.0,30/09/2020
2135,3953,LEONGATHA,7859.0,0,3,0.0,30/09/2020
2136,3953,LEONGATHA,7859.0,0,3,0.0,30/09/2020
2137,3954,KOONWARRA,404.0,0,0,0.0,30/09/2020
2138,3954,KOONWARRA,404.0,0,0,0.0,30/09/2020
2139,3956,TARWIN LOWER,2818.0,0,0,0.0,30/09/2020
2140,3956,MEENIYAN,2818.0,0,0,0.0,30/09/2020
2141,3959,Fish Creek,1153.0,0,0,0.0,30/09/2020
2142,3960,FOSTER,2477.0,0,1,0.0,30/09/2020
2143,3960,FOSTER,2477.0,0,1,0.0,30/09/2020
2144,3962,TOORA,913.0,0,0,0.0,30/09/2020
2145,3966,WELSHPOOL,510.0,0,0,0.0,30/09/2020
2146,3971,ALBERTON,4017.0,0,0,0.0,30/09/2020
2147,3971,YARRAM,4017.0,0,0,0.0,30/09/2020
2148,3971,YARRAM,4017.0,0,0,0.0,30/09/2020
2149,3971,YARRAM,4017.0,0,0,0.0,30/09/2020
2150,3975,LYNBROOK,15246.0,0,54,0.0,30/09/2020
2151,3975,Lyndhurst,15246.0,0,54,0.0,30/09/2020
2152,3975,LYNBROOK,15246.0,0,54,0.0,30/09/2020
2153,3976,HAMPTON PARK,25532.0,0,92,0.0,30/09/2020
2154,3976,HAMPTON PARK,25532.0,0,92,0.0,30/09/2020
2155,3976,HAMPTON PARK,25532.0,0,92,0.0,30/09/2020
2156,3976,HAMPTON PARK,25532.0,0,92,0.0,30/09/2020
2157,3976,HAMPTON PARK,25532.0,0,92,0.0,30/09/2020
2158,3976,HAMPTON PARK,25532.0,0,92,0.0,30/09/2020
2159,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2160,3977,DEVON MEADOWS,93322.0,7,303,7.5,30/09/2020
2161,3977,CRANBOURNE SOUTH,93322.0,7,303,7.5,30/09/2020
2162,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2163,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2164,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2165,3977,CRANBOURNE NORTH,93322.0,7,303,7.5,30/09/2020
2166,3977,CRANBOURNE EAST,93322.0,7,303,7.5,30/09/2020
2167,3977,Cranbourne,93322.0,7,303,7.5,30/09/2020
2168,3977,Cranbourne East,93322.0,7,303,7.5,30/09/2020
2169,3977,Cranbourne West,93322.0,7,303,7.5,30/09/2020
2170,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2171,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2172,3977,Cranbourne,93322.0,7,303,7.5,30/09/2020
2173,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2174,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2175,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2176,3977,CRANBOURNE EAST,93322.0,7,303,7.5,30/09/2020
2177,3977,CRANBOURNE,93322.0,7,303,7.5,30/09/2020
2178,3978,CLYDE,10648.0,4,115,37.6,30/09/2020
2179,3978,CARDINIA,10648.0,4,115,37.6,30/09/2020
2180,3978,Clyde North,10648.0,4,115,37.6,30/09/2020
2181,3978,CLYDE NORTH,10648.0,4,115,37.6,30/09/2020
2182,3978,CLYDE,10648.0,4,115,37.6,30/09/2020
2183,3980,TOORADIN,3350.0,0,7,0.0,30/09/2020
2184,3981,KOO WEE RUP,4901.0,0,1,0.0,30/09/2020
2185,3981,BAYLES,4901.0,0,1,0.0,30/09/2020
2186,3981,KOO WEE RUP,4901.0,0,1,0.0,30/09/2020
2187,3981,KOO WEE RUP,4901.0,0,1,0.0,30/09/2020
2188,3984,LANG LANG,5212.0,0,4,0.0,30/09/2020
2189,3984,CORINELLA,5212.0,0,4,0.0,30/09/2020
2190,3987,NYORA,1527.0,0,0,0.0,30/09/2020
2191,3988,POOWONG,1001.0,0,2,0.0,30/09/2020
2192,3992,DALYSTON,966.0,0,0,0.0,30/09/2020
2193,3995,WONTHAGGI,10171.0,0,2,0.0,30/09/2020
2194,3995,WONTHAGGI,10171.0,0,2,0.0,30/09/2020
2195,3995,WONTHAGGI,10171.0,0,2,0.0,30/09/2020
2196,3995,Wonthaggi,10171.0,0,2,0.0,30/09/2020
2197,3995,WONTHAGGI,10171.0,0,2,0.0,30/09/2020
2198,3996,INVERLOCH,5541.0,0,4,0.0,30/09/2020
2199,3996,INVERLOCH,5541.0,0,4,0.0,30/09/2020
