,index,month_sold,lga_pid,suburb,price
2915,2915,02,VIC109,Toorak,1600000.0
2916,2916,02,VIC109,Armadale,3690000.0
2917,2917,02,VIC109,Armadale,690000.0
2918,2918,02,VIC109,Malvern,1600000.0
2919,2919,02,VIC109,Toorak,776000.0
2920,2920,02,VIC114,Bundoora,1250000.0
2921,2921,02,VIC114,Bundoora,830000.0
2922,2922,02,VIC114,Bundoora,749000.0
2923,2923,02,VIC114,Bundoora,800000.0
2924,2924,02,VIC114,Bundoora,770000.0
2925,2925,02,VIC114,Mernda,355000.0
2926,2926,02,VIC114,Epping,523500.0
2927,2927,02,VIC114,Thomastown,486500.0
2928,2928,02,VIC114,Doreen,551000.0
2929,2929,02,VIC114,Wollert,606000.0
2930,2930,02,VIC114,Mernda,576000.0
2931,2931,02,VIC114,Epping,420000.0
2932,2932,02,VIC114,Thomastown,603000.0
2933,2933,02,VIC114,Thomastown,725000.0
2934,2934,02,VIC114,Thomastown,625500.0
2935,2935,02,VIC114,Lalor,610000.0
2936,2936,02,VIC114,Whittlesea,610000.0
2937,2937,02,VIC114,Bundoora,255000.0
2938,2938,02,VIC114,Whittlesea,769950.0
2939,2939,02,VIC114,Thomastown,665000.0
2940,2940,02,VIC114,Lalor,720000.0
2941,2941,02,VIC114,Thomastown,770000.0
2942,2942,02,VIC114,Epping,663000.0
2943,2943,02,VIC114,Epping,600000.0
2944,2944,02,VIC114,Epping,600000.0
2945,2945,02,VIC114,Lalor,677000.0
2946,2946,02,VIC114,Thomastown,861000.0
2947,2947,02,VIC114,Thomastown,622000.0
2948,2948,02,VIC114,Lalor,675600.0
2949,2949,02,VIC115,Abbotsford,790000.0
2950,2950,02,VIC115,Abbotsford,435000.0
2951,2951,02,VIC115,Collingwood,620000.0
2952,2952,02,VIC115,Collingwood,2275000.0
2953,2953,02,VIC115,Richmond,1605000.0
2954,2954,02,VIC115,Richmond,1240000.0
2955,2955,02,VIC115,Fitzroy,1400000.0
2956,2956,02,VIC115,Richmond,1642000.0
2957,2957,02,VIC115,Richmond,925000.0
2958,2958,02,VIC115,Richmond,347000.0
2959,2959,02,VIC115,Fitzroy,1340000.0
2960,2960,02,VIC115,Fitzroy,1450000.0
2961,2961,02,VIC115,Collingwood,1405000.0
2962,2962,02,VIC115,Collingwood,1215000.0
2963,2963,02,VIC115,Richmond,1610000.0
2964,2964,02,VIC115,Richmond,1175000.0
2965,2965,02,VIC115,Richmond,1320000.0
2966,2966,02,VIC116,Hampton,2262000.0
2967,2967,02,VIC116,Beaumaris,960000.0
2968,2968,02,VIC116,Hampton,1230000.0
2969,2969,02,VIC116,Hampton,965000.0
2970,2970,02,VIC116,Sandringham,605000.0
2971,2971,02,VIC116,Hampton,1160000.0
2972,2972,02,VIC116,Beaumaris,1350000.0
2973,2973,02,VIC116,Beaumaris,1620000.0
2974,2974,02,VIC116,Beaumaris,1825000.0
2975,2975,02,VIC116,Brighton,2680000.0
2976,2976,02,VIC116,Brighton,1512500.0
2977,2977,02,VIC116,Brighton,3770000.0
2978,2978,02,VIC116,Brighton,3625000.0
2979,2979,02,VIC116,Brighton,1292500.0
2980,2980,02,VIC116,Sandringham,1278000.0
2981,2981,02,VIC116,Beaumaris,2317500.0
2982,2982,02,VIC116,Sandringham,1760000.0
2983,2983,02,VIC116,Sandringham,2600000.0
2984,2984,02,VIC121,Strathmore,1120000.0
2985,2985,02,VIC121,Strathmore,608000.0
2986,2986,02,VIC121,Flemington,438000.0
2987,2987,02,VIC121,Essendon,1350000.0
2988,2988,02,VIC121,Essendon,1680000.0
2989,2989,02,VIC121,Essendon,1677000.0
2990,2990,02,VIC121,Essendon,1457000.0
2991,2991,02,VIC121,Aberfeldie,300000.0
2992,2992,02,VIC121,Essendon,620000.0
2993,2993,02,VIC121,Essendon,806000.0
2994,2994,02,VIC121,Essendon,785000.0
2995,2995,02,VIC121,Essendon,665000.0
2996,2996,02,VIC121,Strathmore,2135000.0
2997,2997,02,VIC121,Aberfeldie,1830000.0
2998,2998,02,VIC121,Flemington,840000.0
2999,2999,02,VIC125,Rye,462000.0
3000,3000,02,VIC125,Rosebud,490000.0
3001,3001,02,VIC125,Dromana,725000.0
3002,3002,02,VIC125,Somerville,550000.0
3003,3003,02,VIC125,Mornington,1020000.0
3004,3004,02,VIC125,Mornington,1061000.0
3005,3005,02,VIC125,Rosebud,565000.0
3006,3006,02,VIC127,Berwick,655000.0
3007,3007,02,VIC127,Hallam,638000.0
3008,3008,02,VIC127,Berwick,1265000.0
3009,3009,02,VIC127,Doveton,380000.0
3010,3010,02,VIC128,Boronia,572000.0
3011,3011,02,VIC128,Bayswater,746000.0
3012,3012,02,VIC128,Knoxfield,972000.0
3013,3013,02,VIC128,Bayswater,740000.0
3014,3014,02,VIC128,Bayswater,530000.0
3015,3015,02,VIC128,Boronia,660000.0
3016,3016,02,VIC128,Wantirna,1200000.0
3017,3017,02,VIC128,Wantirna,921000.0
3018,3018,02,VIC128,Wantirna,821800.0
3019,3019,02,VIC128,Rowville,768000.0
3020,3020,02,VIC128,Rowville,882000.0
3021,3021,02,VIC128,Boronia,615000.0
3022,3022,02,VIC128,Rowville,803000.0
3023,3023,02,VIC128,Knoxfield,772500.0
3024,3024,02,VIC128,Boronia,766000.0
3025,3025,02,VIC128,Scoresby,845000.0
3026,3026,02,VIC128,Scoresby,775000.0
3027,3027,02,VIC129,Kilsyth,675000.0
3028,3028,02,VIC129,Mooroolbark,800000.0
3029,3029,02,VIC129,Healesville,910000.0
3030,3030,02,VIC129,Montrose,720000.0
3031,3031,02,VIC131,Glenroy,785000.0
3032,3032,02,VIC131,Glenroy,777000.0
3033,3033,02,VIC131,Fawkner,522000.0
3034,3034,02,VIC131,Hadfield,920000.0
3035,3035,02,VIC131,Brunswick,760000.0
3036,3036,02,VIC131,Brunswick,345000.0
3037,3037,02,VIC131,Brunswick,614000.0
3038,3038,02,VIC131,Brunswick,430000.0
3039,3039,02,VIC131,Brunswick,736000.0
3040,3040,02,VIC131,Glenroy,610000.0
3041,3041,02,VIC131,Glenroy,661000.0
3042,3042,02,VIC131,Coburg,1085000.0
3043,3043,02,VIC131,Coburg,1105000.0
3044,3044,02,VIC131,Coburg,570000.0
3045,3045,02,VIC131,Coburg,1140000.0
3046,3046,02,VIC131,Hadfield,789000.0
3047,3047,02,VIC131,Coburg,910000.0
3048,3048,02,VIC131,Brunswick,1208000.0
3049,3049,02,VIC131,Fawkner,722000.0
3050,3050,02,VIC131,Fawkner,797000.0
3051,3051,02,VIC131,Fawkner,546000.0
3052,3052,02,VIC132,Kensington,905000.0
3053,3053,02,VIC132,Kensington,497000.0
3054,3054,02,VIC132,Parkville,1625000.0
3055,3055,02,VIC132,Carlton,1415000.0
3056,3056,02,VIC132,Parkville,585000.0
3057,3057,02,VIC136,Blackburn,690000.0
3058,3058,02,VIC136,Burwood,1311000.0
3059,3059,02,VIC136,Vermont,1715000.0
3060,3060,02,VIC136,Burwood,1291000.0
3061,3061,02,VIC136,Burwood,976500.0
3062,3062,02,VIC136,Burwood,1477000.0
3063,3063,02,VIC136,Blackburn,1335000.0
3064,3064,02,VIC136,Blackburn,1408000.0
3065,3065,02,VIC136,Nunawading,828000.0
3066,3066,02,VIC136,Mitcham,779200.0
3067,3067,02,VIC136,Mitcham,1092500.0
3068,3068,02,VIC136,Mitcham,1656000.0
3069,3069,02,VIC136,Mitcham,673500.0
3070,3070,02,VIC136,Nunawading,1190000.0
3071,3071,02,VIC136,Nunawading,1555000.0
3072,3072,02,VIC136,Nunawading,1270000.0
3073,3073,02,VIC139,Ringwood,565000.0
3074,3074,02,VIC139,Ringwood,800000.0
3075,3075,02,VIC139,Ringwood,600000.0
3076,3076,02,VIC139,Heathmont,1058000.0
3077,3077,02,VIC139,Heathmont,885000.0
3078,3078,02,VIC139,Heathmont,1250000.0
3079,3079,02,VIC139,Heathmont,860000.0
3080,3080,02,VIC139,Ringwood,840000.0
3081,3081,02,VIC139,Croydon,930000.0
3082,3082,02,VIC139,Croydon,632500.0
3083,3083,02,VIC139,Croydon,861500.0
3084,3084,02,VIC139,Croydon,660000.0
3085,3085,02,VIC139,Croydon,757000.0
3086,3086,02,VIC139,Croydon,950000.0
3087,3087,02,VIC141,Doncaster,1450000.0
3088,3088,02,VIC141,Doncaster,830000.0
3089,3089,02,VIC141,Doncaster,590000.0
3090,3090,02,VIC141,Bulleen,540000.0
3091,3091,02,VIC141,Doncaster,1332500.0
3092,3092,02,VIC141,Doncaster,1080000.0
3093,3093,02,VIC141,Bulleen,1002000.0
3094,3094,02,VIC141,Bulleen,1547000.0
3095,3095,02,VIC161,Cockatoo,601500.0
3096,3096,02,VIC165,Montmorency,876000.0
3097,3097,02,VIC165,Rosanna,895000.0
3098,3098,02,VIC165,Watsonia,900000.0
3099,3099,02,VIC165,Ivanhoe,630000.0
3100,3100,02,VIC167,Ashburton,1670000.0
3101,3101,02,VIC167,Kew,3075000.0
3102,3102,02,VIC167,Kew,1275000.0
3103,3103,02,VIC167,Ashburton,1465000.0
3104,3104,02,VIC167,Ashburton,1765000.0
3105,3105,02,VIC167,Balwyn,1392500.0
3106,3106,02,VIC167,Kew,3450000.0
3107,3107,02,VIC167,Balwyn,1392500.0
3108,3108,02,VIC167,Ashburton,1658000.0
3109,3109,02,VIC167,Camberwell,1710000.0
3110,3110,02,VIC167,Hawthorn,3060000.0
3111,3111,02,VIC167,Hawthorn,630000.0
3112,3112,02,VIC167,Hawthorn,448000.0
3113,3113,02,VIC167,Balwyn,2450000.0
3114,3114,02,VIC167,Hawthorn,3625000.0
3115,3115,02,VIC167,Kew,815000.0
3116,3116,02,VIC167,Canterbury,3200000.0
3117,3117,02,VIC167,Canterbury,2880000.0
3118,3118,02,VIC167,Canterbury,3780000.0
3119,3119,02,VIC167,Balwyn,2450000.0
3120,3120,02,VIC167,Balwyn,2250000.0
3121,3121,02,VIC167,Balwyn,2250000.0
3122,3122,02,VIC167,Kew,1862500.0
3123,3123,02,VIC167,Camberwell,1070000.0
3124,3124,02,VIC167,Camberwell,1385000.0
3125,3125,02,VIC168,Sunshine,930000.0
3126,3126,02,VIC168,Sunshine,800000.0
3127,3127,02,VIC168,Keilor,706000.0
3128,3128,02,VIC168,Albion,745000.0
3129,3129,02,VIC168,Tullamarine,450000.0
3130,3130,02,VIC168,Albion,360000.0
3131,3131,02,VIC170,Reservoir,760000.0
3132,3132,02,VIC170,Thornbury,1050000.0
3133,3133,02,VIC170,Reservoir,850000.0
3134,3134,02,VIC170,Thornbury,1360000.0
3135,3135,02,VIC170,Reservoir,560000.0
3136,3136,02,VIC170,Reservoir,851000.0
3137,3137,02,VIC170,Alphington,1410000.0
3138,3138,02,VIC170,Preston,991000.0
3139,3139,02,VIC170,Reservoir,868000.0
3140,3140,02,VIC170,Reservoir,705000.0
3141,3141,02,VIC170,Reservoir,547000.0
3142,3142,02,VIC170,Reservoir,447000.0
3143,3143,02,VIC170,Reservoir,455000.0
3144,3144,02,VIC170,Northcote,1250000.0
3145,3145,02,VIC170,Thornbury,1166000.0
3146,3146,02,VIC170,Thornbury,1480000.0
3147,3147,02,VIC170,Thornbury,1390000.0
3148,3148,02,VIC170,Preston,1250000.0
3149,3149,02,VIC170,Preston,890000.0
3150,3150,02,VIC170,Preston,1310000.0
3151,3151,02,VIC170,Preston,1026000.0
3152,3152,02,VIC170,Preston,975000.0
3153,3153,02,VIC170,Preston,1725000.0
3154,3154,02,VIC170,Macleod,875000.0
3155,3155,02,VIC170,Preston,1047000.0
3156,3156,02,VIC170,Macleod,760000.0
3157,3157,02,VIC170,Reservoir,915000.0
3158,3158,02,VIC170,Reservoir,905000.0
3159,3159,02,VIC170,Northcote,501000.0
3160,3160,02,VIC170,Fairfield,1605000.0
3161,3161,02,VIC170,Fairfield,1390000.0
3162,3162,02,VIC170,Preston,700000.0
3163,3163,02,VIC170,Northcote,700000.0
3164,3164,02,VIC170,Reservoir,1200000.0
3165,3165,02,VIC170,Reservoir,1500000.0
3166,3166,02,VIC170,Reservoir,631500.0
3167,3167,02,VIC176,Hillside,631000.0
3168,3168,02,VIC88,Seaford,630000.0
3169,3169,02,VIC88,Frankston,743000.0
3170,3170,02,VIC88,Frankston,330000.0
3171,3171,02,VIC88,Seaford,757500.0
3172,3172,02,VIC88,Seaford,920000.0
3173,3173,02,VIC89,Bentleigh,1905000.0
3174,3174,02,VIC89,Bentleigh,1625000.0
3175,3175,02,VIC89,Bentleigh,855000.0
3176,3176,02,VIC89,Ormond,640000.0
3177,3177,02,VIC89,Ormond,1267000.0
3178,3178,02,VIC89,Ormond,277000.0
3179,3179,02,VIC89,Elsternwick,720000.0
3180,3180,02,VIC89,Ormond,1250000.0
3181,3181,02,VIC89,Carnegie,643000.0
3182,3182,02,VIC89,Carnegie,690000.0
3183,3183,02,VIC89,Carnegie,727500.0
3184,3184,02,VIC89,Carnegie,680000.0
3185,3185,02,VIC89,Carnegie,1865000.0
3186,3186,02,VIC89,Carnegie,1420000.0
3187,3187,02,VIC89,Carnegie,1861000.0
3188,3188,02,VIC89,Elsternwick,2876000.0
3189,3189,02,VIC89,Bentleigh,1110000.0
3190,3190,02,VIC89,Caulfield,760000.0
3191,3191,02,VIC89,Murrumbeena,1495000.0
3192,3192,02,VIC91,Springvale,830000.0
3193,3193,02,VIC91,Springvale,860000.0
3194,3194,02,VIC91,Springvale,827200.0
3195,3195,02,VIC91,Dandenong,460000.0
3196,3196,02,VIC95,Werribee,704000.0
3197,3197,02,VIC95,Tarneit,505000.0
3198,3198,02,VIC95,Werribee,620000.0
3199,3199,02,VIC95,Werribee,495000.0
3200,3200,02,VIC95,Werribee,480387.0
3201,3201,02,VIC96,Dallas,425000.0
3202,3202,02,VIC96,Westmeadows,526000.0
3203,3203,02,VIC96,Westmeadows,546000.0
3204,3204,02,VIC96,Dallas,575000.0
3205,3205,02,VIC96,Dallas,575000.0
3206,3206,02,VIC96,Dallas,510000.0
3207,3207,02,VIC96,Dallas,425000.0
3208,3208,02,VIC96,Dallas,495000.0
3209,3209,02,VIC96,Dallas,495000.0
3210,3210,02,VIC96,Dallas,510000.0
3211,3211,02,VIC96,Broadmeadows,562500.0
3212,3212,02,VIC96,Sunbury,455000.0
3213,3213,02,VIC96,Craigieburn,540000.0
3214,3214,02,VIC96,Mickleham,609500.0
3215,3215,02,VIC96,Mickleham,695000.0
3216,3216,02,VIC96,Craigieburn,586000.0
3217,3217,02,VIC96,Sunbury,615000.0
3218,3218,02,VIC96,Craigieburn,505000.0
3219,3219,02,VIC96,Craigieburn,525500.0
3220,3220,02,VIC96,Sunbury,467500.0
3221,3221,02,VIC96,Craigieburn,630000.0
3222,3222,02,VIC96,Craigieburn,640000.0
3223,3223,02,VIC96,Greenvale,523000.0
3224,3224,02,VIC96,Craigieburn,540000.0
3225,3225,02,VIC96,Craigieburn,518000.0
3226,3226,02,VIC96,Craigieburn,670000.0
3227,3227,02,VIC96,Craigieburn,561000.0
3228,3228,02,VIC96,Greenvale,1102000.0
3229,3229,02,VIC96,Greenvale,1650000.0
3230,3230,02,VIC96,Greenvale,638000.0
3231,3231,02,VIC96,Greenvale,650000.0
3232,3232,02,VIC96,Broadmeadows,550000.0
3233,3233,02,VIC96,Craigieburn,465000.0
3234,3234,02,VIC97,Williamstown,1055000.0
3235,3235,02,VIC97,Williamstown,1981000.0
3236,3236,02,VIC97,Williamstown,857500.0
3237,3237,02,VIC97,Altona,800000.0
3238,3238,02,VIC97,Spotswood,1411500.0
3239,3239,02,VIC97,Altona,617000.0
3240,3240,02,VIC97,Newport,891000.0
3241,3241,02,VIC97,Williamstown,735000.0
3242,3242,02,VIC97,Newport,1340000.0
3243,3243,02,VIC97,Newport,1066000.0
3244,3244,02,VIC97,Newport,1060000.0
3245,3245,02,VIC98,Chelsea,745000.0
3246,3246,02,VIC98,Mordialloc,2000000.0
3247,3247,02,VIC98,Mordialloc,1087500.0
3248,3248,02,VIC98,Aspendale,870000.0
3249,3249,02,VIC98,Cheltenham,1200000.0
3250,3250,02,VIC98,Cheltenham,1015000.0
3251,3251,02,VIC98,Aspendale,780000.0
3252,3252,02,VIC98,Chelsea,729000.0
3253,3253,02,VIC98,Mordialloc,385000.0
3254,3254,02,VIC98,Mordialloc,585000.0
3255,3255,02,VIC98,Mordialloc,430000.0
3256,3256,02,VIC98,Clarinda,823500.0
3257,3257,02,VIC98,Mentone,610000.0
3258,3258,02,VIC98,Mentone,600000.0
3259,3259,02,VIC98,Clarinda,659500.0
3260,3260,02,VIC98,Clarinda,880000.0
3261,3261,02,VIC98,Mordialloc,1095000.0
3262,3262,02,VIC98,Clarinda,940000.0
3263,3263,02,VIC98,Moorabbin,1070000.0
3264,3264,02,VIC98,Moorabbin,1085000.0
3265,3265,02,VIC98,Moorabbin,1075000.0
3266,3266,02,VIC98,Highett,606000.0
3267,3267,02,VIC98,Parkdale,630000.0
3268,3268,02,VIC98,Parkdale,1190000.0
3269,3269,02,VIC98,Cheltenham,720000.0
3270,3270,02,VIC98,Cheltenham,702500.0
3271,3271,02,VIC98,Highett,1336000.0
3272,3272,02,VIC98,Edithvale,876000.0
3273,3273,02,VIC98,Parkdale,905000.0
3274,3274,03,VIC101,Footscray,700000.0
3275,3275,03,VIC101,Braybrook,505000.0
3276,3276,03,VIC101,Footscray,695000.0
3277,3277,03,VIC104,Chadstone,770500.0
3278,3278,03,VIC107,Melbourne,627500.0
3279,3279,03,VIC107,Melbourne,627500.0
3280,3280,03,VIC107,Melbourne,575000.0
3281,3281,03,VIC107,Melbourne,575000.0
3282,3282,03,VIC107,Southbank,575000.0
3283,3283,03,VIC114,Mernda,630000.0
3284,3284,03,VIC114,Epping,2775000.0
3285,3285,03,VIC116,Hampton,425000.0
3286,3286,03,VIC128,Boronia,625000.0
3287,3287,03,VIC128,Boronia,752000.0
3288,3288,03,VIC128,Boronia,823000.0
3289,3289,03,VIC129,Lilydale,927500.0
3290,3290,03,VIC136,Mitcham,899000.0
3291,3291,03,VIC136,Nunawading,1077000.0
3292,3292,03,VIC141,Doncaster,1110000.0
3293,3293,03,VIC141,Bulleen,1095000.0
3294,3294,03,VIC167,Hawthorn,335000.0
3295,3295,03,VIC170,Reservoir,508000.0
3296,3296,03,VIC89,Ormond,1410000.0
3297,3297,03,VIC89,Carnegie,1199000.0
3298,3298,03,VIC91,Keysborough,420000.0
3299,3299,03,VIC91,Keysborough,672000.0
3300,3300,03,VIC95,Laverton,535000.0
3301,3301,03,VIC98,Cheltenham,1150000.0
3302,3302,03,VIC101,Braybrook,660000.0
3303,3303,03,VIC101,Maribyrnong,1200000.0
3304,3304,03,VIC106,Greensborough,836000.0
3305,3305,03,VIC107,Melbourne,725000.0
3306,3306,03,VIC107,Southbank,950000.0
3307,3307,03,VIC107,Melbourne,725000.0
3308,3308,03,VIC109,Toorak,636000.0
3309,3309,03,VIC109,Toorak,2580000.0
3310,3310,03,VIC114,Whittlesea,1200000.0
3311,3311,03,VIC114,Lalor,670000.0
3312,3312,03,VIC114,Epping,469000.0
3313,3313,03,VIC114,Wollert,420000.0
3314,3314,03,VIC114,Lalor,500000.0
3315,3315,03,VIC114,Bundoora,720000.0
3316,3316,03,VIC114,Wollert,1072500.0
3317,3317,03,VIC114,Thomastown,465500.0
3318,3318,03,VIC114,Mernda,490000.0
3319,3319,03,VIC114,Doreen,651000.0
3320,3320,03,VIC114,Wollert,400000.0
3321,3321,03,VIC115,Abbotsford,545000.0
3322,3322,03,VIC115,Abbotsford,510000.0
3323,3323,03,VIC116,Beaumaris,1800000.0
3324,3324,03,VIC116,Sandringham,515000.0
3325,3325,03,VIC121,Essendon,970000.0
3326,3326,03,VIC125,Rosebud,599900.0
3327,3327,03,VIC125,Rye,640000.0
3328,3328,03,VIC125,Mornington,560000.0
3329,3329,03,VIC125,Rye,720000.0
3330,3330,03,VIC125,Rosebud,995000.0
3331,3331,03,VIC125,Rosebud,512000.0
3332,3332,03,VIC125,Pearcedale,685000.0
3333,3333,03,VIC125,Rosebud,500000.0
3334,3334,03,VIC125,Somerville,600000.0
3335,3335,03,VIC125,Hastings,387000.0
3336,3336,03,VIC125,Hastings,342500.0
3337,3337,03,VIC125,Mornington,1435000.0
3338,3338,03,VIC127,Berwick,575000.0
3339,3339,03,VIC127,Berwick,727000.0
3340,3340,03,VIC127,Berwick,620000.0
3341,3341,03,VIC127,Cranbourne,420000.0
3342,3342,03,VIC127,Lynbrook,610500.0
3343,3343,03,VIC127,Berwick,810000.0
3344,3344,03,VIC128,Scoresby,831000.0
3345,3345,03,VIC128,Scoresby,790000.0
3346,3346,03,VIC128,Rowville,781000.0
3347,3347,03,VIC128,Boronia,609000.0
3348,3348,03,VIC129,Upwey,556000.0
3349,3349,03,VIC129,Montrose,632000.0
3350,3350,03,VIC129,Kilsyth,617500.0
3351,3351,03,VIC129,Kilsyth,725000.0
3352,3352,03,VIC129,Lilydale,720000.0
3353,3353,03,VIC129,Warburton,582500.0
3354,3354,03,VIC129,Mooroolbark,795000.0
3355,3355,03,VIC131,Coburg,1141500.0
3356,3356,03,VIC131,Fawkner,694500.0
3357,3357,03,VIC132,Kensington,416000.0
3358,3358,03,VIC132,Kensington,335000.0
3359,3359,03,VIC132,Carlton,185000.0
3360,3360,03,VIC136,Mitcham,1150000.0
3361,3361,03,VIC136,Vermont,1360000.0
3362,3362,03,VIC136,Blackburn,551000.0
3363,3363,03,VIC136,Blackburn,1391000.0
3364,3364,03,VIC139,Heathmont,1265000.0
3365,3365,03,VIC139,Ringwood,790000.0
3366,3366,03,VIC139,Ringwood,1047000.0
3367,3367,03,VIC141,Donvale,1240000.0
3368,3368,03,VIC141,Donvale,1000000.0
3369,3369,03,VIC141,Donvale,1531000.0
3370,3370,03,VIC141,Bulleen,1085000.0
3371,3371,03,VIC161,Pakenham,367000.0
3372,3372,03,VIC161,Officer,585000.0
3373,3373,03,VIC165,Heidelberg,682000.0
3374,3374,03,VIC167,Deepdene,2268000.0
3375,3375,03,VIC168,Delahey,600000.0
3376,3376,03,VIC168,Ardeer,585000.0
3377,3377,03,VIC168,Kealba,600000.0
3378,3378,03,VIC168,Cairnlea,805000.0
3379,3379,03,VIC168,Sunshine,1020000.0
3380,3380,03,VIC168,Sydenham,415000.0
3381,3381,03,VIC168,Sydenham,425000.0
3382,3382,03,VIC170,Reservoir,780000.0
3383,3383,03,VIC170,Thornbury,350000.0
3384,3384,03,VIC176,Hillside,720000.0
3385,3385,03,VIC176,Hillside,800000.0
3386,3386,03,VIC176,Melton,320000.0
3387,3387,03,VIC88,Langwarrin,780000.0
3388,3388,03,VIC88,Frankston,510000.0
3389,3389,03,VIC88,Frankston,430000.0
3390,3390,03,VIC88,Frankston,412000.0
3391,3391,03,VIC88,Frankston,675000.0
3392,3392,03,VIC88,Frankston,635000.0
3393,3393,03,VIC89,Elsternwick,635000.0
3394,3394,03,VIC89,Carnegie,620000.0
3395,3395,03,VIC91,Keysborough,775000.0
3396,3396,03,VIC91,Keysborough,1180000.0
3397,3397,03,VIC95,Tarneit,475000.0
3398,3398,03,VIC95,Werribee,377000.0
3399,3399,03,VIC95,Werribee,630000.0
3400,3400,03,VIC95,Werribee,560000.0
3401,3401,03,VIC96,Broadmeadows,498000.0
3402,3402,03,VIC96,Sunbury,460000.0
3403,3403,03,VIC96,Sunbury,735000.0
3404,3404,03,VIC96,Sunbury,580000.0
3405,3405,03,VIC96,Campbellfield,500000.0
3406,3406,03,VIC96,Campbellfield,642000.0
3407,3407,03,VIC96,Craigieburn,556000.0
3408,3408,03,VIC96,Mickleham,640000.0
3409,3409,03,VIC96,Mickleham,472500.0
3410,3410,03,VIC96,Mickleham,578000.0
3411,3411,03,VIC98,Mordialloc,935000.0
3412,3412,03,VIC98,Cheltenham,1400000.0
3413,3413,03,VIC98,Highett,890000.0
3414,3414,03,VIC98,Edithvale,701000.0
3415,3415,03,VIC98,Highett,2200000.0
3416,3416,03,VIC98,Cheltenham,681000.0
3417,3417,03,VIC98,Cheltenham,751000.0
3418,3418,03,VIC98,Cheltenham,990000.0
3419,3419,03,VIC98,Cheltenham,1410000.0
3420,3420,03,VIC101,Maribyrnong,390000.0
3421,3421,03,VIC101,Braybrook,643000.0
3422,3422,03,VIC101,Yarraville,800000.0
3423,3423,03,VIC101,Yarraville,775000.0
3424,3424,03,VIC101,Yarraville,1157000.0
3425,3425,03,VIC104,Clayton,1050000.0
3426,3426,03,VIC106,Greensborough,1135000.0
3427,3427,03,VIC107,Melbourne,697000.0
3428,3428,03,VIC107,Melbourne,355000.0
3429,3429,03,VIC107,Melbourne,697000.0
3430,3430,03,VIC107,Melbourne,346000.0
3431,3431,03,VIC107,Melbourne,355000.0
3432,3432,03,VIC107,Melbourne,346000.0
3433,3433,03,VIC107,Melbourne,580000.0
3434,3434,03,VIC107,Melbourne,580000.0
3435,3435,03,VIC107,Windsor,502000.0
3436,3436,03,VIC114,Mernda,640000.0
3437,3437,03,VIC114,Epping,468000.0
3438,3438,03,VIC114,Epping,402000.0
3439,3439,03,VIC114,Wollert,503000.0
3440,3440,03,VIC114,Thomastown,675000.0
3441,3441,03,VIC114,Thomastown,475000.0
3442,3442,03,VIC114,Mernda,350000.0
3443,3443,03,VIC114,Doreen,990000.0
3444,3444,03,VIC114,Doreen,2400000.0
3445,3445,03,VIC115,Richmond,770000.0
3446,3446,03,VIC115,Abbotsford,453000.0
3447,3447,03,VIC115,Richmond,460000.0
3448,3448,03,VIC115,Collingwood,721000.0
3449,3449,03,VIC121,Essendon,310000.0
3450,3450,03,VIC121,Niddrie,885000.0
3451,3451,03,VIC125,Somerville,525000.0
3452,3452,03,VIC125,Rosebud,1055000.0
3453,3453,03,VIC125,Hastings,430000.0
3454,3454,03,VIC127,Doveton,545000.0
3455,3455,03,VIC127,Lyndhurst,586000.0
3456,3456,03,VIC127,Doveton,490000.0
3457,3457,03,VIC127,Berwick,960000.0
3458,3458,03,VIC127,Berwick,935000.0
3459,3459,03,VIC128,Boronia,840000.0
3460,3460,03,VIC128,Boronia,471500.0
3461,3461,03,VIC128,Boronia,660000.0
3462,3462,03,VIC129,Belgrave,660000.0
3463,3463,03,VIC129,Lilydale,707000.0
3464,3464,03,VIC129,Lilydale,1380000.0
3465,3465,03,VIC129,Kilsyth,710000.0
3466,3466,03,VIC129,Kilsyth,1008000.0
3467,3467,03,VIC131,Fawkner,610000.0
3468,3468,03,VIC131,Fawkner,750000.0
3469,3469,03,VIC131,Hadfield,518000.0
3470,3470,03,VIC136,Vermont,1180000.0
3471,3471,03,VIC136,Blackburn,850500.0
3472,3472,03,VIC139,Croydon,701000.0
3473,3473,03,VIC141,Doncaster,471500.0
3474,3474,03,VIC141,Doncaster,650000.0
3475,3475,03,VIC141,Warrandyte,1150000.0
3476,3476,03,VIC161,Bunyip,431500.0
3477,3477,03,VIC161,Pakenham,540000.0
3478,3478,03,VIC161,Pakenham,427000.0
3479,3479,03,VIC161,Pakenham,680000.0
3480,3480,03,VIC161,Pakenham,450000.0
3481,3481,03,VIC161,Pakenham,442000.0
3482,3482,03,VIC161,Pakenham,415000.0
3483,3483,03,VIC167,Hawthorn,471000.0
3484,3484,03,VIC167,Hawthorn,2700000.0
3485,3485,03,VIC168,Albion,490000.0
3486,3486,03,VIC168,Albanvale,440000.0
3487,3487,03,VIC168,Tullamarine,590000.0
3488,3488,03,VIC168,Ardeer,590000.0
3489,3489,03,VIC168,Tullamarine,420500.0
3490,3490,03,VIC168,Cairnlea,690000.0
3491,3491,03,VIC168,Derrimut,690000.0
3492,3492,03,VIC170,Preston,1500000.0
3493,3493,03,VIC170,Preston,1425000.0
3494,3494,03,VIC170,Reservoir,697000.0
3495,3495,03,VIC170,Thornbury,1555000.0
3496,3496,03,VIC176,Truganina,410000.0
